sent_id	clause_text	word_n	character_n
train-s542	他的名字源于父亲对足球明星济科的喜爱	11	18
train-s543	同年11月	3	5
train-s543	张继科又在法国世界杯获得男子单打冠军	12	18
train-s544	1987年	2	5
train-s544	张蔷在事业鼎盛时期赴澳大利亚留学	9	16
train-s544	同年出版的专辑潇洒地走封面印着告别歌坛绝版带	14	22
train-s545	1938年12月8日	6	10
train-s545	张西曼和许多中国教育学者参与发起中国战时教育协会	13	24
train-s546	1945年11月	4	8
train-s546	张西曼主编的民主与科学杂志联合了重庆的26家杂志	15	24
train-s546	共同呼吁不要内战	4	8
train-s546	并提出我们为自身着想	6	10
train-s546	同时为我们的子孙着想	6	10
train-s546	万万不愿再见内战的局面	6	11
train-s547	他们自中苏文化杂志上看到张西曼的名字	12	18
train-s547	便到该杂志编辑部访问张西曼	9	13
train-s548	张謇是中国近代著名的实业家教育家	11	16
train-s548	主张实业救国	3	6
train-s549	张飞奉命率二十骑断后	7	10
train-s549	赵云则保护甘夫人和阿斗慢行	9	13
train-s550	张鸿南建立的产业雇佣了超过10,000名工人	11	22
train-s551	张世则	2	3
train-s551	山西安邑人	3	5
train-s551	清朝政治人物	3	6
train-s552	2005年	2	5
train-s552	双张取得4个重要锦标	7	10
train-s552	分别为世界锦标赛季军世界花样滑冰大奖赛两个分站冠军与世界花样滑冰大奖赛总决赛的亚军	25	41
train-s552	以及十运会中夺得金牌	7	10
train-s553	底册一式三份	5	6
train-s553	一份本衙门留存	5	7
train-s553	一份送各科备注	5	7
train-s553	实行一件注销一件	6	8
train-s553	逾期未办理的	4	6
train-s553	该科上奏候旨	3	6
train-s553	一份送内阁考察	5	7
train-s553	作为官员升降任免的依据	7	11
train-s554	此前	1	2
train-s554	内阁无法控制的言官监察系统	7	13
train-s554	也归到了内阁的管理	6	9
train-s555	她已婚	2	3
train-s555	丈夫喻国雄也是京剧小生演员	8	13
train-s555	艺名喻族雄	3	5
train-s556	他从政界一度引退	6	8
train-s556	后加入中国青年党	5	8
train-s557	最后张志家确定以月薪新台币二十万元与LaNew熊队签约	16	27
train-s557	并在5月2日召开签约记者会	10	13
train-s558	乔姆斯基也表示不认为受误导	7	13
train-s559	天文台在下午表示由于北冕远离香港	9	16
train-s559	因此考虑在傍晚改发三号热带气旋警告信号	12	19
train-s560	第二天	2	3
train-s560	联合台风警报中心把它确认为热带低气压后	12	19
train-s560	其后报告及预测路径图预测北冕会以强烈热带风暴或台风强度在香港西南约200km内掠过	24	41
train-s561	香港天文台亦随之把其升为为热带风暴	12	17
train-s561	并在当日晚上7时15分发出三号强风信号	13	19
train-s561	当时北冕位于香港东南偏南约250公里	11	18
train-s562	香港天文台于下午3时30分录得最低瞬时海平面气压1000.7百帕斯卡	17	34
train-s563	联合台风警报中心于上午11时升格为一级台风	13	21
train-s563	但登陆菲律宾后已降格为一热带风暴	10	16
train-s564	在事后报告中	4	6
train-s564	贝碧嘉被日本气象厅升格为强烈热带风暴	10	18
train-s565	强制隔离戒毒制度统一并取代了此前由公安机关负责的强制戒毒和司法行政机关负责的劳动教养戒毒	25	44
train-s566	像其他许多先知书一样	6	10
train-s566	这本书甚少提及弥迦本人	7	11
train-s566	信息本身才是重要的事	6	10
train-s567	弥迦生活在一个意义重大的危险时代	10	16
train-s567	事态的迅速发展预示以色列和犹大国的毁灭行将来临	13	23
train-s568	书中也有若干片段跟基督教希腊文圣经十分相近	13	21
train-s569	彭定康在1993年废除了立法局副主席一职	12	20
train-s569	并终止了由总督出任立法局主席和当然议员的做法	14	22
train-s569	改由立法局议员互选产生主席	8	13
train-s570	彭德怀临终前	4	6
train-s570	希望见浦安修一面	6	8
train-s570	浦安修终未敢同意	5	8
train-s571	武昌有以三人姓命名的彭刘杨路	10	14
train-s572	他的死疑点重重	5	7
train-s572	官方说法是他喝了带有霍乱病毒的水而染病身亡	14	21
train-s573	2010年12月29日	6	11
train-s573	女儿萨凡娜SavannahPhillips诞生	5	23
train-s573	她不但是伊丽莎白二世的第一个外曾孙	10	17
train-s573	也是皇位第十三顺位的继承人	7	13
train-s574	在2008年4月9日	7	10
train-s574	伊利沙伯二世在枢密院会议上同意了这桩婚事	12	20
train-s575	在大学	2	3
train-s575	他是爱思德大学的联盟式橄榄球校队的成员之一	14	21
train-s576	他是一系列化学教科书的作者	9	13
train-s576	如物理化学无机化学等	6	10
train-s577	在迈阿密训练后	4	7
train-s577	他们在纽约格林威治村的一家咖啡馆演出	11	18
train-s578	927年5月27日西蒙大帝突然去世	10	17
train-s579	187071年	3	7
train-s579	奥尔登堡第91步兵团参加了普法战争	9	17
train-s580	对于那些没能达到必须的50%及格分数的人	11	20
train-s580	在同年8月和9月可以参加重考	10	14
train-s581	终审庭在判词中指出	6	9
train-s581	平等权是对人类尊严的一个最基本的保障	13	18
train-s581	同时也是人类文明社会的基石	7	13
train-s581	但如果政府以绝对一式一样的方法对待社会中每一个群体	15	25
train-s581	这只会带来更多的不平等和伤害	9	14
train-s581	而并非平等和尊重	5	8
train-s582	后藤真希	2	4
train-s582	日本流行音乐女歌手	5	9
train-s582	所属唱片公司为日本艾回公司旗下的rhythmzone	12	26
train-s583	六四事件之后	3	6
train-s583	徐勤先被开除党籍	5	8
train-s583	被军事法庭判处五年徒刑	7	11
train-s583	在公安部秦城监狱服刑最后一年在公安医院	12	19
train-s584	因为家贫	3	4
train-s584	徐向前从小就帮助父母做家务	9	13
train-s584	经常拾粪砍柴挖野菜	5	9
train-s584	偶尔编制篮筐以备家用	7	10
train-s585	徐悲鸿自幼随父徐达章习诗文书画	13	15
train-s585	1912年在宜兴女子初级师范等学校任图画教员	12	22
train-s585	1915年在上海从事插图和广告绘画	9	17
train-s586	10月5日他带大量兵力出发	9	13
train-s587	得克萨斯人没收了十万美元以上的食物毯子衣服和其它储备	15	26
train-s588	迪米特委任后不几天他就开始主张进攻利潘迪特兰堡	12	23
train-s589	由于对手的魔法攻击所产生出的高热光线袭向了海面	15	23
train-s589	因此让大量的海水被蒸发	8	11
train-s589	产生出了极大量的水蒸气	8	11
train-s590	清朝的御墨是专供奉皇帝书写用的墨	11	16
train-s591	两铁合并后	4	5
train-s591	九铁公司将其物业发展权转让至港铁公司	11	18
train-s592	复健医疗	2	4
train-s592	是针对身体失能者	5	8
train-s592	所延伸出来的医疗方式	6	10
train-s593	在石像附近曾经发现过刻满奇异图案的木板	11	19
train-s593	人称会说话的木板	6	8
train-s593	但这些木板后来遭遇了文明者带来的浩劫	11	18
train-s594	目前多数科学家比较一致的看法	8	14
train-s594	认为生命必需的元素共有28种	9	14
train-s594	在28种生命元素中	6	9
train-s594	按体内含量的高低可分为宏量元素或常量元素和微量元素	16	25
train-s595	德克萨斯州政府请求向联邦最高法院上诉	9	18
train-s595	1989年	2	5
train-s595	联邦最高法院作出了判决	6	11
train-s596	焚烧国旗的同时	4	7
train-s596	这群人一边大喊着口号	7	10
train-s596	美国	1	2
train-s596	红白蓝	3	3
train-s596	我们对你吐口痰	6	7
train-s596	你的立场是抢夺	5	7
train-s596	你的下场是地狱	5	7
train-s597	以2007年的统计	5	9
train-s597	德州大学系统的总预算超过百亿美元	10	16
train-s597	其中十八亿为研究支出之经费	7	13
train-s598	美式足球是人气最旺的运动	8	12
train-s599	本科修学专门学科	4	8
train-s599	学制4年到6年	6	7
train-s599	最初设法政工医农林四科	8	11
train-s599	本科亦开设德文和中文课	9	11
train-s600	有一辆290型机车曾被转让给军队使用	12	18
train-s600	分配给驻扎在Mechernich的空军后勤团	9	22
train-s601	这辆车的编号为290999号	8	14
train-s602	商业制作的面疙瘩和自家手工制作的很不一样	13	20
train-s602	往往形状统一	3	6
train-s602	缺乏弹性	2	4
train-s602	口感死板	2	4
train-s603	德国牧羊犬的步态轻松灵活	5	12
train-s603	有弹性且平滑	4	6
train-s604	这两类的纷争虽然都可能和行政法规有关	12	18
train-s604	但都不是由本法院管辖	7	10
train-s605	柏林资讯处是联邦统计局在德国首都的服务中心	13	21
train-s605	为德国政府联邦机构大使馆产业和大众协会及其他在柏林与布兰登堡对官方统计资料有兴趣的人士提供资讯和咨询服务	30	52
train-s606	20世纪30年代以来	5	10
train-s606	物价和工资已经得到了控制	7	12
train-s606	但现金仍然过剩	4	7
train-s607	他经常承认	3	5
train-s607	他之所以在星期天这么做	7	11
train-s607	是因为美英法占领当局办公室在那一天不开门	15	20
train-s608	价格放开	2	4
train-s608	尽管物价涨幅为25%	5	10
train-s608	但是公会接受15%的工资增长幅度	8	16
train-s609	农民人均纯收入2439元	6	12
train-s609	增长19.2%	2	7
train-s609	城镇居民人均消费支出8787元	7	15
train-s609	增长8.6%	2	6
train-s610	德尔斐圣地还拥有许多其他古迹	7	14
train-s610	有一些比阿波罗神庙更壮观	7	12
train-s610	其中大部分具有祈愿或是纪念的性质	9	16
train-s611	为了维持德俄关系	5	8
train-s611	在1887年签定再保条约	6	12
train-s611	可是在1890年宰相卡普里维拒绝与俄国续约	10	21
train-s611	俄国转为加入英法阵营	7	10
train-s612	1848年3月15日	6	10
train-s612	普王腓特烈威廉四世的臣民经过多年的压迫	12	19
train-s612	终于在柏林以暴乱表达政治要求	8	14
train-s613	1848年前	3	6
train-s613	局势仍算稳定	3	6
train-s614	奥地利对邦联的控制渐渐减退	7	13
train-s614	普鲁士取而代之	2	7
train-s614	成为邦国的领导者	6	8
train-s615	德国工业同时在民用事业方面有很大的贡献	12	19
train-s615	令德国不再依赖英国的材料与产品	9	15
train-s616	由5月到12月	6	7
train-s616	议会只是集中讨论理论问题	7	12
train-s616	但保守派已经迅速采取行动	7	12
train-s616	打击改革派	3	5
train-s617	他在1999年的NBA选秀中第1轮第23顺位被洛杉矶湖人选中	16	30
train-s618	韦德也非常崇拜他的姐姐	7	11
train-s618	他说她拥有坚强的意志力	8	11
train-s619	威塞克斯王国在715年入侵德文	7	15
train-s619	并在805年进行合并	6	10
train-s620	德江县是中华人民共和国贵州省铜仁市下属的一个县	16	23
train-s621	他和他的两兄弟划分了祖上的家产	11	15
train-s621	各拿一份	4	4
train-s622	德辅爵士	2	4
train-s622	GCMG，	2	5
train-s622	是英国派驻香港的第10任港督	9	14
train-s622	在任职港督前曾任第三任斐济总督兼西太平洋高级专员1880年1885年及纽芬兰第八任殖民地总督1886年1887年	31	56
train-s623	心境感应SensMe是索尼所开发的一个音乐分类播放及管理的软体	17	31
train-s624	大部分的心智图法工具软体都具有类似的型式和功能	15	23
train-s625	心理学是研究人类行为	6	10
train-s625	心理功能和经验	4	7
train-s626	美国植物学家约瑟夫莱因后来普及了超心理学这一概念	15	24
train-s626	并替换了早期所提出的特异功能研究一词	12	18
train-s626	同时在研究方法中引入了试验方法来进行研究各类灵异现象	15	26
train-s627	期间其倾听当地村民讲述了该事	8	14
train-s627	于是决心写一部书	6	8
train-s627	即该书的由来	4	6
train-s628	为了阻止新马奇顿造反的状况	7	13
train-s628	亚历山大大帝在每个城镇留下数名人员介绍希腊文化	12	23
train-s628	控制并融和不同意见者	6	10
train-s629	使用硝酸甘油片时	3	8
train-s629	如到第3片仍然无效	6	9
train-s629	应速往急症室求医	5	8
train-s630	心绞痛是心肌缺血引起的胸痛	8	13
train-s630	一般是由冠状动脉阻塞或痉挛所导致	10	16
train-s631	传统中国音乐的速度常常约定俗成	7	15
train-s632	美国海军海豹突击队第六分队的狙击手神枪手在班布里奇号船尾的甲板上	19	32
train-s632	向着距离船尾约2530码被拖着的救生艇上的海盗们开火	19	26
train-s632	将船上的三名海盗当场击毙	8	12
train-s632	而且这三名海盗几乎是同时头部中弹而立即身亡	13	21
train-s633	速写大多使用几个符号表达一个词语的意思	12	19
train-s633	同连笔字的用法相同	6	9
train-s633	速写追求效率	3	6
train-s634	由于过往有多项科学研究显示速食店提供的食品普遍被视为营养不均衡	20	31
train-s634	因此有越来越多人反对速食	8	12
train-s634	相关企业正试图将大众对他们餐厅的认知从速食餐厅转移向快速服务餐厅	19	32
train-s635	在汉传佛教中	5	6
train-s635	念珠最早的记载起源于唐代净土宗道绰大师	11	19
train-s636	1943年1月1日晋北政厅改为大同省	12	18
train-s637	怀仁县已探明矿藏有39种	8	12
train-s638	西部山区还广泛分布着石灰岩矿	9	14
train-s638	储量近100亿吨	4	8
train-s639	怀克里夫金WyclefJean	4	15
train-s639	1972年10月17日	6	11
train-s639	全名NelusetWyclefJean	4	19
train-s639	生于海地	3	4
train-s639	9岁随全家移居美国纽约市布鲁克林区	10	17
train-s639	是一名音乐家创作歌手饶舌歌手唱片制作人和社会活动家	16	25
train-s639	唱片曾多次获铂金认证	7	10
train-s640	怀圣寺与扬州仙鹤寺泉州清净寺杭州凤凰寺合称中国伊斯兰教四大古寺	19	31
train-s641	它是一个松散的宗教传统	8	11
train-s641	重视宗教仪式与冥想	5	9
train-s641	以师徒方式秘密传授	5	9
train-s641	对于整个亚洲的各宗教有着深远影响	10	16
train-s641	其中以对佛教与印度教的影响最大	10	15
train-s642	思科另外有可移动式的货柜实验室考场	11	17
train-s642	在没有固定地点的地方只要有一定人数预约	11	19
train-s642	思科可能会安排货柜考场前往当地考试	9	17
train-s643	1844年上海首次拍卖土地	6	13
train-s643	亦由怡和购得	4	6
train-s644	怡和于1866年在汉口设立分支机构	9	17
train-s645	铜锣湾每天中午鸣放礼炮	6	11
train-s645	亦是由怡和负责	4	7
train-s646	本季男主角为佐佐木藏之介	6	12
train-s646	前季主角江口洋介没有参与演出	7	14
train-s647	害怕大蒜	2	4
train-s647	十字架和阳光	4	6
train-s647	但在怪物岛中	5	6
train-s647	即使是白天也能行动因为怪物岛一直是阴天	12	19
train-s647	没有阳光	2	4
train-s648	美利坚合众国是最早最典型的总统制国家	11	18
train-s649	很快的	2	3
train-s649	很多重要的细节被加入霍伊尔的理论中	10	17
train-s650	我们的银河系内有一些恒星质量黑洞的候选者BHCs	14	24
train-s650	它们比银河中心区的大质量黑洞更靠近我们	12	19
train-s651	恐龙的相关知识来自于多样化的非化石与化石纪录	15	22
train-s651	例如	1	2
train-s651	化石粪化石足迹化石胃石羽毛皮肤痕迹内脏与软组织	13	23
train-s652	物理学尤其是生物力学化学生物学地球科学等相关研究也增长了恐龙的相关知识	21	35
train-s653	李兆楠是李兆基的胞弟	7	10
train-s653	居于顺德	3	4
train-s653	拥有中国居民身份	4	8
train-s653	1993年透过恒德贸易入股平安保险	8	17
train-s654	同年8月	3	4
train-s654	当全德汽车俱乐部在招募摩托车志愿者时	11	18
train-s654	乌德特前去申请并被接受	6	11
train-s655	2012年2月12日	6	10
train-s655	他以63%的高得票率当选反对派总统候选人	13	20
train-s656	1918年获得比萨高等师范学校的奖学金	10	19
train-s657	比赛依照国际帆船总会颁布的竞赛规则进行	10	19
train-s658	多年来	3	3
train-s658	雪梨水族馆为多家研究机构	8	12
train-s658	如雪梨大学新南威尔士大学拉筹伯大学印第安那大学澳洲博物馆昆士兰国家公园与野生动物服务及新南威尔士水产研究所	28	53
train-s658	提供动物设施的租用服务	6	11
train-s658	协助有关机构进行研究计划	6	12
train-s659	雪梨水族馆在1988年澳洲建国二百周年纪念时开幕	13	24
train-s659	是现今世界上最大的水族馆之一	10	14
train-s660	基于悬崖的形状结构	6	9
train-s660	悬崖上的斜坡都有碎石scree	7	15
train-s660	附近有大量岩屋rockshelters	6	19
train-s661	其战斗背景和战斗人物设定均忠于原著描述	11	19
train-s662	情结	1	2
train-s662	又称情意结或情意综	6	9
train-s662	是一心理学术语	5	7
train-s662	指的是一群重要的无意识组合	10	13
train-s662	或是一种藏在一个人神秘的心理状态中	12	17
train-s662	强烈而无意识的冲动	6	9
train-s663	从无锡西门到惠山寺	6	9
train-s663	曾经有一条五里香塍	7	9
train-s663	旧称五里街	4	5
train-s663	又称绮塍街	3	5
train-s663	是旧时无锡城到惠山去必走的一条大道	12	17
train-s664	在众多书迷的推动下	6	9
train-s664	恶灵系列在2010年11月19日再度以GhostHunt之名重新出版	17	34
train-s665	属名及种名都是由蒙古古生物学家瑞钦巴思钵RinchenBarsbold所命名	16	38
train-s666	在1979年	3	6
train-s666	查氏清还该公司的全部债务	7	12
train-s666	并与政府达成协议	5	8
train-s666	把愉景湾发展成一个优质生活社区	10	15
train-s667	愉景湾内建有各类不同的豪华独立花园洋房低座洋房及高座大厦	16	28
train-s667	单位面积由4325168平方呎不等	7	17
train-s667	以切合不同住户的不同需求	7	12
train-s668	小风陷入了没有信心的窘境	7	12
train-s668	阿一说	2	3
train-s668	那也是你的一部份呀	7	9
train-s668	所以	1	2
train-s668	我愿意接受	3	5
train-s669	该节目由陈欢天悦左岩及黄子文主持	12	16
train-s669	华少朱丹及沈涛亦曾主持节目	10	13
train-s670	此路于1958年在原彩凤坊黄沙路法院街学前滩四条狭小道路的基础上拆除南侧旧屋拓建而成	27	42
train-s671	之后他有资格进入牛津大学或剑桥大学	10	17
train-s671	因为他发现牛津大学耶稣学院有个不限年龄的奖学金	14	23
train-s671	便进入那里学习	4	7
train-s672	在她讲完故事后	5	7
train-s672	人们都对它表示由衷的赞赏	8	12
train-s673	文化大革命期间	4	7
train-s673	当局再把酒店改名为人民大厦	8	13
train-s673	不久后人客骤减	4	7
train-s673	经营困难	2	4
train-s673	当局便将其经营权转卖多次	9	12
train-s674	而廖冰兄以人间画会的名义发起制作题为中国人民站起来了的毛泽东巨像	21	32
train-s674	与张光宇张正宇阳太阳王琦关山月廖冰兄杨秋人等30多位画家集体绘制	21	32
train-s674	献给毛泽东建立的新政权	7	11
train-s675	在此次演出成功后	5	8
train-s675	宝丽金唱片公司环球唱片的一些其他歌手亦同香港管弦乐团合作推出流行音乐与古典音乐相互结合的演出	25	46
train-s675	包括陈慧娴一场	5	7
train-s675	李克勤四场	4	5
train-s675	叶倩文四场	4	5
train-s675	林忆莲两场	4	5
train-s676	他只身前往首尔	4	7
train-s676	努力工作赚取上大学的学费	7	12
train-s677	感冒前后新曲精选是汤宝如的第八张大碟	11	18
train-s677	第二张新曲加精选大碟	6	10
train-s677	于1996年推出	4	8
train-s678	志摩的前男友	4	6
train-s678	为了追查赤树的死因以及内部的非法计划	10	18
train-s678	以诈死的方式展开调查	6	10
train-s679	这些变体被认为带贬意和戏谑色彩	9	15
train-s680	邵氏电影公司在1973年出品的影片愤怒青年	11	21
train-s680	记述一班不满社会现状而急于改变现实的青年	12	20
train-s680	证明当时已存在愤怒青年这称呼	8	14
train-s681	有了这两东西	5	6
train-s681	人类生存了	3	5
train-s682	现时全球的慈善组织的筹款方式出现了一种有效的月捐运动DDCDirectDialogueCampaign	21	51
train-s683	该项目由故宫博物院选择企业及非物质文化遗产传承人	15	24
train-s683	采取技术服务的方式	5	9
train-s683	由企业派文物修复专业技师进驻故宫博物院开展修复工作	14	25
train-s684	雷鸣道于同年乘船从意大利出到澳门	9	16
train-s684	开始慈幼会在中国的事业	7	11
train-s685	慈湖陵寝	2	4
train-s685	正式名称为先总统蒋公陵寝	7	12
train-s685	位于台湾桃园县大溪镇福安里	9	13
train-s685	是中华民国先总统蒋中正先生的陵园	10	16
train-s686	1951年7月	4	7
train-s686	24岁的邱雪梅与40岁的关华石结婚	12	17
train-s687	慕容三藏自幼聪敏	5	8
train-s687	多武略	2	3
train-s687	颇有父风	2	4
train-s688	2006年	2	5
train-s688	第18届世界杯足球赛在慕尼黑的专业足球场安联球场开幕	15	26
train-s689	慕尼黑的中心广场玛利亚广场是一个大型的开放式广场	14	24
train-s689	得名于广场中心的玛利亚圆柱	7	13
train-s690	圣神教堂也位于圣伯多禄教堂附近	9	15
train-s690	在1724年从哥特式改变为巴洛克式教堂	11	19
train-s690	俯瞰着慕尼黑最受欢迎的谷物市场	8	15
train-s691	虽然中世纪城堡已经被毁	7	11
train-s691	但是其三座城门幸存了下来	8	12
train-s691	东面的伊萨尔门Isartor南面的森德灵门SendlingerTor和西面的卡尔门Karlstor	17	49
train-s692	这种获得性骨髓造血干细胞	8	12
train-s692	即成熟的粒细胞中性粒细胞嗜酸性粒细胞和嗜碱性粒细胞进行恶性克隆衍生	21	33
train-s692	通常并伴生一种骨髓增生性疾病	9	14
train-s693	2009年3月25日	6	10
train-s693	金融重建基金进行庆丰银行第一次公开标售	10	19
train-s693	GoodBank部分因无人投标	7	15
train-s693	最后宣告流标	3	6
train-s694	庆丰银行前身为由国泰集团创始人蔡万春发起成立的国泰信托投资公司简称国泰信托	21	37
train-s694	最初资本额为新台币两亿元	9	12
train-s694	于1971年7月28日开始营业	9	15
train-s694	并交由蔡万春之子蔡辰男负责经营	11	15
train-s695	虽然萨摩藩吞并了琉球	6	10
train-s695	但萨摩藩希望假借琉球的名义	8	13
train-s695	对明朝进行朝贡贸易	5	9
train-s696	谨见证	2	3
train-s696	我们已在指定的地点和日期附上了我们的签名或记号	15	23
train-s697	这个翻译工作非常困难因为有很多英文字都没有相等的毛利意思	18	28
train-s698	某些说唱乐手也以恋尸癖为主题	9	14
train-s699	扮演沙依的男友时	5	8
train-s699	真木会将自己的长发藏在短发假发下	10	16
train-s699	以这样的进化形登场	6	9
train-s700	詹姆斯邀请女儿到咖啡馆	6	11
train-s700	告诉他一切	3	5
train-s701	胡安德富卡板块也是法拉龙板块的残遗之一	10	19
train-s702	调查员亦发现	4	6
train-s702	当时负责指示公务机的管制员	8	13
train-s702	并没有指示公务机下降至指定高度当时公务机应从37,000尺下降至36,000尺	20	39
train-s703	戈登拉姆齐将他的父亲形容为酒鬼	9	15
train-s703	并在他的自传忍气吞声里提到	8	13
train-s703	他的童年一直被他那个醉醺醺且好色的父亲虐待	14	21
train-s704	这个模型的其中一个变数是高温岩浆上升会将冰融化	16	23
train-s704	并且使水在可让水流动的透水层中流动	13	17
train-s705	居民约15000人	4	9
train-s705	大多是德鲁兹派穆斯林	5	10
train-s705	大部分人拒绝加入以色列国籍而保留叙利亚国籍	11	21
train-s706	这时的戈兰高地已不再属于犹太人	11	15
train-s706	但当时的犹太人祭师长玛喀比仍然协助当地的犹太人去对抗塞琉西人	17	30
train-s707	青梅街道沿线为商店街	6	10
train-s707	其他地区是有零星田地的住宅区	9	14
train-s708	从两汉一直到唐宋时期	8	10
train-s708	成都平原的蜀绣蜀锦藤艺竹器漆器等奢侈品营造工艺一直处于高度发达状态	21	33
train-s709	若无人能接唱	5	6
train-s709	主持人会开放现场观众接唱	7	12
train-s709	接唱成功者皆能获得奖金	7	11
train-s710	在整个战国时期	4	7
train-s710	有许多伟大的名将或军事家	8	12
train-s710	可参看武庙十哲	5	7
train-s711	新型发动机推力提升的同时降低燃料的消耗	11	19
train-s711	使得体积较小的机型也有机会用有较长的航程	11	20
train-s711	像是F-16A使用内载燃料的航程比F-15A还要高	12	25
train-s712	截颌鲤学名	2	5
train-s712	Ospatulustruncatulus为辐鳍鱼纲鲤形目鲤科的一个种	13	34
train-s712	分布于亚洲菲律宾民答那峨岛拉瑙湖流域	9	18
train-s712	为特有种	3	4
train-s712	体长可达13.3公分	5	10
train-s712	栖息在中底层水域	4	8
train-s713	这是由于该书与后世的儒家思想不符	10	16
train-s713	过于追逐名利	3	6
train-s714	对于主机版用户而言	6	9
train-s714	战地4也依旧提供了成就和奖杯的解锁	11	17
train-s715	在2009年	3	6
train-s715	破晓之战II发行	5	8
train-s715	作为破晓之战的二代	8	9
train-s715	游戏的许多要素都改变了	7	11
train-s715	不过有相当好的评价	6	9
train-s716	战斗工兵也接受步兵的训练	7	12
train-s716	可以执行步兵的任务	5	9
train-s717	战斗工兵需要协助我方部队的推进	9	15
train-s717	帮助他们解决问题	4	8
train-s717	同时也要制造障碍来阻止敌方前进	9	15
train-s718	此后	1	2
train-s718	温州某知名女企业家被相关部门带去问话	11	18
train-s719	他死于痢疾所造成的内出血和疟疾	11	15
train-s720	戴麟趾在任期间	3	7
train-s720	却对社会严重的贪污风气未能作有效的打击	12	19
train-s721	2006年	2	5
train-s721	武昌区政府投入800万资金	6	13
train-s721	将原本三米宽的小街扩展到八米	11	14
train-s721	空中网线全部入地	4	8
train-s721	并针对油烟污染等大力改善	7	12
train-s722	虽然发表精选集是为了和过去说拜拜	10	16
train-s722	却不想将怀旧作为主旋律	8	11
train-s722	所有你想要的代表了快乐与希望	10	14
train-s722	萧玮作为此次发布会的主创人员	10	14
train-s722	承诺为所有歌迷呈现一场独特而有趣的演出	12	19
train-s722	因为音乐带给他的就是快乐	7	12
train-s723	直接结晶拆分的方法有很大的局限性	10	16
train-s723	操作也比较繁琐	4	7
train-s724	截至2007年4月	6	9
train-s724	澳洲航空联手与松下航空电子公司和AeroMobile开始了为期三个月的使客户能够用自己的手机发送和接收电子邮件	29	55
train-s724	访问互联网和收发简讯测试	7	12
train-s725	反抗军只能采取游击战的策略	9	13
train-s726	报道称	2	3
train-s726	反抗军已经完全控制苏尔曼及其通往扎维耶市的沿海道路	14	25
train-s726	控制苏尔曼意在切断的黎波里与突尼西亚边境的联系	11	23
train-s727	扎维耶运动场是位于利比亚扎维耶的一个多功能运动场	15	24
train-s728	使用时	2	3
train-s728	通过敲击键盘上的某一个按键	9	13
train-s728	该按键对应的字元的字模会打击到色带上	12	18
train-s728	从而在纸或其他媒介上印制出该字元	11	16
train-s729	打工文学既要保持独立姿态	7	12
train-s729	抗拒文化霸权	3	6
train-s729	又要从善如流	3	6
train-s729	改变当下处境	3	6
train-s729	谋求哈莱姆复兴和永续发展	6	12
train-s730	托伦在瓜分波兰的过程中被划给普鲁士	10	17
train-s730	一战之后又划给独立的波兰	7	12
train-s730	二战期间曾被德国占领	6	10
train-s731	但往后下一个百年的时间	9	11
train-s731	塞琉古帝国和托勒密王国为了争夺叙利亚南部的所有权而爆发多场叙利亚战争	18	34
train-s732	在托勒密统治初期	4	8
train-s732	埃及在继业者战争中与亚历山大帝国其他的继承政权作战	14	25
train-s732	托勒密的第一目标是确保埃及的安全	9	16
train-s732	第二个目标是控制埃及的外围地区	9	15
train-s732	如昔兰尼赛普勒斯以及包括犹太一带的叙利亚	9	20
train-s733	1859年6月24日	6	10
train-s733	法萨两国联合向奥地利帝国宣战	9	14
train-s733	即第二次意大利独立战争	6	11
train-s734	托尔斯港位于法罗群岛南部斯特莱默岛Streymoy的托尔斯区	13	30
train-s734	有19,000人居住	4	10
train-s735	1923年白鹿径扩建至可容纳50,000名球迷	11	23
train-s735	高高在上的是球队的标志铜制斗鸡	9	15
train-s735	直到现在仍然在东看台盖顶	7	12
train-s735	参与热刺每一场的主场比赛	8	12
train-s736	托米河是俄罗斯的河流	6	10
train-s736	由阿穆尔州负责管辖	5	9
train-s736	属于结雅河的左支流	7	9
train-s736	河道全长433公里	4	9
train-s736	流域面积16,700平方公里	4	14
train-s736	河水主要来自雨水	5	8
train-s736	每年十月至翌年五月结冰	8	11
train-s737	1909年6月18日	6	10
train-s737	劳伦斯前往近东	3	7
train-s737	独自徒步考察巴勒斯坦和叙利亚境内的十字军古堡遗迹	12	24
train-s738	1914年10月	4	8
train-s738	奥斯曼土耳其作为德国的盟友宣布参战	9	17
train-s739	他成为公众偶像有部分原因是因为美国旅行家兼记者洛维尔汤玛斯LowellThomas所写关于那场起义的轰动一时的报告文学	30	59
train-s739	还有劳伦斯的自传体记录智慧的七柱	10	16
train-s740	其父亲汤玛斯劳伦斯的真名叫汤玛斯查普曼	9	19
train-s740	是一个英国血统的爱尔兰贵族	8	13
train-s740	第7代威斯特米思从男爵BaronetofWestmeath	7	29
train-s741	20世纪早期的抒情诗讲究押韵	8	14
train-s741	表达诗人的感情	4	7
train-s742	中世纪与文艺复兴时期的抒情诗可以配乐	11	18
train-s742	诗歌没有特定的主题与具体的结构	9	15
train-s743	1937年1月	4	7
train-s743	中国人民抗日红军大学改称为中国人民抗日军事政治大学	15	25
train-s743	简称抗大	2	4
train-s744	非球面的抛物面反射镜虽然在光轴中心不存在像差	14	22
train-s744	但在光轴以外存在球差和彗差	8	13
train-s744	而且加工难度大	4	7
