sent_id	character	component_n	stroke_n
train-s172	损	3	10
train-s172	褪	3	14
train-s173	党	2	10
train-s173	征	3	8
train-s174	港	4	12
train-s174	钟	2	9
train-s174	坚	2	7
train-s174	宋	2	7
train-s175	搜	3	12
train-s175	擎	5	16
train-s175	滤	3	13
train-s175	掉	4	11
train-s175	含	4	7
train-s175	违	2	7
train-s175	站	3	10
train-s176	刘	2	6
train-s177	银	2	11
train-s177	渣	4	12
train-s177	打	2	5
train-s177	蒙	4	13
train-s177	获	3	10
train-s177	牌	3	12
train-s178	甬	2	7
train-s178	尾	2	7
train-s178	备	2	8
train-s178	疑	2	17
train-s178	谴	3	15
train-s178	撤	2	15
train-s178	销	3	12
train-s179	邮	2	7
train-s180	青	1	8
train-s180	刊	2	5
train-s180	儿	1	2
train-s181	席	2	10
train-s183	讦	2	5
train-s183	挟	2	9
train-s183	伎	3	6
train-s183	俩	2	9
train-s183	贿	3	10
train-s184	吏	1	6
train-s185	融	2	4
train-s185	鲜	2	14
train-s185	鄂	5	11
train-s188	届	2	8
train-s189	犯	2	5
train-s190	肖	2	7
train-s190	劲	2	7
train-s190	副	3	11
train-s190	坤	2	8
train-s190	舜	3	12
train-s190	谋	3	11
train-s191	艇	3	12
train-s191	郑	5	8
train-s191	访	2	6
train-s193	托	3	6
train-s193	岗	3	7
train-s194	叛	3	9
train-s194	致	3	10
train-s194	丧	2	8
train-s195	萨	4	11
train-s195	乌	2	4
train-s195	孜	2	7
train-s195	吉	2	6
train-s195	撒	5	15
train-s196	鉴	2	13
train-s196	匀	2	4
train-s196	沉	3	7
train-s196	未	1	5
train-s196	墙	4	14
train-s196	砂	3	9
train-s196	浆	3	10
train-s197	恢	3	9
train-s197	复	2	9
train-s199	注	3	8
train-s199	弧	2	8
train-s200	卿	3	10
train-s200	禄	3	12
train-s200	侯	2	9
train-s200	袭	2	11
train-s201	康	2	11
train-s201	辛	1	7
train-s201	疗	2	7
train-s202	翌	2	11
train-s202	廷	2	6
train-s202	薪	4	16
train-s202	俸	3	10
train-s202	预	2	10
train-s203	般	3	10
train-s203	肉	1	6
train-s203	烟	3	10
train-s203	熏	1	14
train-s205	疯	2	9
train-s205	狂	2	7
train-s205	男	2	7
train-s205	害	2	10
train-s205	胞	3	9
train-s205	蚀	2	9
train-s206	寡	2	14
train-s206	异	2	16
train-s206	肾	2	8
train-s206	兆	1	6
train-s207	垒	4	9
train-s207	守	2	6
train-s207	予	1	4
train-s208	差	2	9
train-s209	句	2	5
train-s210	迪	2	8
train-s210	悲	2	12
train-s210	惨	3	11
train-s210	阴	2	6
train-s211	曾	3	12
train-s212	啮	4	11
train-s212	齿	3	8
train-s212	祖	2	9
train-s213	描	3	11
train-s213	愈	4	13
train-s213	送	5	9
train-s214	愿	3	14
train-s214	露	4	21
train-s215	微	3	13
train-s215	转	2	8
train-s216	恶	2	10
train-s216	味	2	8
train-s217	玩	3	8
train-s217	顺	2	9
train-s217	针	2	7
train-s218	棒	3	10
train-s219	续	4	11
train-s220	栽	2	10
train-s220	培	3	11
train-s224	章	2	11
train-s224	廿	1	4
train-s224	芬	3	7
train-s226	捐	3	10
train-s226	赠	4	16
train-s227	舒	4	12
train-s227	乙	1	1
train-s227	羊	1	6
train-s227	诞	3	8
train-s228	樟	3	15
train-s228	势	3	8
train-s228	难	2	10
train-s228	束	1	7
train-s228	残	2	9
train-s229	榄	3	13
train-s229	菊	3	11
train-s229	艺	2	4
train-s230	消	3	10
train-s230	走	2	7
train-s230	漏	3	14
train-s230	淳	4	11
train-s230	屠	3	11
train-s230	灭	2	5
train-s230	珠	3	10
train-s230	玑	2	6
train-s230	巷	3	9
train-s230	祸	3	11
train-s230	迁	2	6
train-s231	址	2	7
train-s231	峰	3	10
train-s233	沙	3	7
train-s234	遣	2	13
train-s234	泽	2	8
train-s235	登	4	12
train-s235	堡	4	12
train-s235	玛	2	7
train-s236	廉	3	13
train-s236	摆	4	13
train-s236	脱	3	11
train-s236	缚	3	13
train-s236	隐	4	11
train-s236	姓	2	8
train-s236	甜	2	11
train-s236	酷	3	14
train-s236	误	4	9
train-s237	株	3	10
train-s237	旭	2	6
train-s238	末	1	5
train-s238	庭	3	9
train-s239	驶	2	8
train-s239	逐	2	10
train-s239	渐	3	11
train-s240	坐	3	7
train-s240	阪	3	6
train-s241	棋	3	12
train-s242	芝	2	6
train-s242	移	3	11
train-s242	桑	4	10
train-s244	睦	4	13
train-s248	轨	2	6
train-s248	轴	2	9
train-s249	环	2	8
train-s250	柳	3	9
train-s252	绕	3	9
train-s253	摩	4	15
train-s256	绝	2	9
train-s260	沃	3	7
train-s260	夫	1	4
train-s261	洛	3	9
train-s265	亨	3	7
train-s267	枝	3	8
train-s271	坡	2	8
train-s271	洪	3	9
train-s271	井	1	4
train-s271	藩	4	18
train-s273	尊	4	12
train-s273	叫	2	5
train-s274	辟	2	13
train-s275	鹤	2	15
train-s275	祐	0	0
train-s276	狼	3	10
train-s276	惜	4	11
train-s277	值	3	10
train-s277	蛙	3	12
train-s277	觉	2	9
train-s278	尖	2	6
train-s278	咀	2	8
train-s278	码	2	8
train-s279	李	2	7
train-s279	镒	3	15
train-s279	箭	4	15
train-s279	弓	1	3
train-s280	骑	4	11
train-s280	匹	2	4
train-s280	摔	2	14
train-s280	膝	3	15
train-s281	状	2	6
train-s281	袖	2	10
train-s281	倒	4	10
train-s281	落	4	12
train-s281	弃	3	7
train-s282	尽	2	6
train-s282	赢	2	17
train-s282	锦	3	13
train-s283	暑	3	12
train-s283	假	3	11
train-s283	帮	3	9
train-s283	舅	3	13
train-s283	忙	2	6
train-s284	孩	4	9
train-s285	饶	3	9
train-s287	貂	3	12
train-s287	奈	2	8
train-s290	仇	2	4
train-s290	允	2	4
train-s290	嫁	3	13
train-s291	幽	2	9
train-s292	监	2	10
train-s292	蓝	3	13
train-s294	匈	3	6
train-s295	寄	4	11
train-s295	宿	4	11
train-s295	虐	2	9
train-s297	贪	4	8
train-s297	婪	3	11
train-s297	材	2	7
train-s299	旱	2	7
train-s299	灾	2	7
train-s300	鲁	2	12
train-s300	番	2	12
train-s300	犹	2	7
train-s300	豫	3	15
train-s301	怪	3	8
train-s303	孔	2	4
train-s303	阜	1	8
train-s303	庙	2	8
train-s304	瑙	2	13
train-s304	泊	2	8
train-s305	夏	2	10
train-s306	雅	2	12
train-s307	皮	1	5
train-s307	讨	2	5
train-s308	晶	3	12
train-s309	氢	4	9
train-s309	键	3	13
train-s310	液	4	11
train-s310	殖	3	12
train-s311	磁	3	14
train-s312	夷	1	6
train-s312	昧	2	9
train-s312	沟	3	7
train-s312	晋	2	10
train-s312	屈	3	8
train-s312	狐	2	8
train-s312	庸	2	11
train-s312	聘	3	13
train-s313	庆	2	6
train-s313	刑	3	6
train-s313	隶	1	8
train-s314	漫	3	14
train-s314	端	3	14
train-s315	估	3	7
train-s315	延	2	6
train-s315	蝴	4	15
train-s315	蝶	3	15
train-s315	架	3	9
train-s316	坪	2	8
train-s316	池	2	6
train-s317	楚	3	13
train-s317	秦	2	10
train-s317	陷	3	10
train-s318	干	1	3
train-s318	桌	3	10
train-s321	优	2	6
train-s321	冻	2	7
train-s321	崩	3	11
train-s322	踏	3	15
train-s322	患	2	11
train-s322	磐	4	15
train-s323	纵	3	7
train-s324	肤	2	8
train-s324	燥	5	17
train-s324	湿	3	12
train-s325	拍	2	8
train-s325	楂	4	13
train-s325	树	3	9
train-s327	墅	4	14
train-s327	尺	1	4
train-s327	厅	2	4
train-s328	榆	4	13
train-s329	骨	2	9
train-s329	臼	1	6
train-s329	隙	2	12
train-s329	猿	5	13
train-s329	犬	1	4
train-s330	绩	3	11
train-s331	朔	3	10
train-s332	岐	3	7
train-s334	岑	4	7
train-s334	遂	2	12
train-s334	拒	2	7
train-s334	停	5	11
train-s335	岔	3	7
train-s335	昆	2	8
train-s336	斜	3	11
train-s336	铜	3	11
train-s337	候	3	10
train-s337	擅	4	16
train-s337	笛	2	11
train-s337	触	2	13
train-s337	弹	4	11
train-s338	泰	2	10
train-s338	凯	3	8
train-s339	麓	3	19
train-s339	紧	2	10
train-s339	邻	4	7
train-s339	墨	2	15
train-s340	餐	4	16
train-s340	充	3	6
train-s341	弘	2	5
train-s341	秀	2	7
train-s341	继	3	10
train-s341	承	1	8
train-s341	町	2	7
train-s342	耕	2	10
train-s343	励	3	7
train-s344	蚺	2	11
train-s345	斗	1	4
train-s345	崞	4	11
train-s346	矛	1	5
train-s346	盾	2	9
train-s347	思	2	9
train-s347	弈	5	9
train-s348	嵩	5	13
train-s348	祝	3	9
train-s348	抢	3	15
train-s349	绘	4	9
train-s349	齐	1	6
train-s350	郡	3	9
train-s350	鹿	1	11
train-s350	废	4	8
train-s351	彻	3	7
train-s351	尤	1	3
train-s351	毛	1	4
train-s352	厦	3	12
train-s353	唤	4	10
train-s353	仪	2	5
train-s356	递	5	10
train-s357	巩	3	6
train-s357	彬	3	11
train-s357	龄	6	13
train-s359	诺	4	10
train-s360	朗	3	10
train-s362	斋	2	10
train-s362	履	4	15
train-s363	弥	3	8
train-s364	莱	2	10
train-s364	孛	2	7
train-s365	胁	2	8
train-s365	扎	2	4
train-s365	祂	0	0
train-s365	毫	4	11
train-s366	迫	2	8
train-s367	沈	2	7
train-s367	梁	2	11
train-s368	锋	3	12
train-s368	伐	2	6
train-s368	纣	2	6
train-s369	旁	2	10
train-s369	遮	3	14
train-s369	俾	3	10
train-s371	峡	2	9
train-s372	簧	2	17
train-s374	斑	3	12
train-s375	旅	2	10
train-s375	窗	4	12
train-s376	浴	2	10
train-s376	泉	2	9
train-s377	猛	3	11
train-s377	轰	3	8
train-s377	炸	2	9
train-s378	证	3	7
train-s380	韦	1	4
train-s381	籍	5	20
train-s384	睛	2	13
train-s384	闭	2	6
train-s385	恪	3	9
train-s386	鳄	5	17
train-s387	逊	3	9
train-s387	徙	3	11
train-s388	阅	3	10
train-s388	读	4	10
train-s388	册	1	5
train-s389	辅	2	11
train-s390	符	3	11
train-s394	诗	3	8
train-s394	姐	2	8
train-s396	译	2	7
train-s397	凡	2	3
train-s399	序	2	7
train-s400	塑	4	13
train-s401	爪	1	4
train-s401	粉	3	10
train-s401	喙	3	12
train-s401	苍	3	7
train-s402	伏	2	6
train-s403	扑	2	5
train-s404	祥	2	10
train-s405	巨	1	4
train-s408	圆	3	10
train-s408	径	2	8
train-s411	鲫	3	15
train-s411	辐	3	13
train-s411	鳍	3	18
train-s411	鲈	3	13
train-s411	鲷	3	16
train-s411	喀	4	12
train-s411	桡	3	10
train-s411	脚	4	11
train-s411	赏	2	12
train-s412	菲	2	11
train-s412	札	2	5
train-s413	虔	2	10
train-s413	诚	3	8
train-s414	幅	3	12
train-s414	袋	3	11
train-s414	漳	3	14
train-s415	闹	3	8
train-s415	封	3	9
train-s415	榜	3	14
train-s418	涉	3	10
train-s418	赋	3	12
train-s419	透	3	10
train-s420	牛	1	4
train-s420	仔	2	5
train-s420	裤	3	12
train-s420	帆	3	6
train-s420	缝	4	13
train-s421	饮	2	7
train-s421	茶	3	9
train-s421	枪	3	8
train-s421	殆	3	9
train-s422	帽	3	12
train-s422	猜	2	11
train-s423	荒	3	9
train-s426	腊	4	12
train-s426	埃	3	10
train-s430	拜	2	9
train-s431	虽	2	9
train-s431	艘	3	15
train-s433	压	3	6
train-s434	拥	2	8
train-s434	财	2	7
train-s436	羯	5	15
train-s436	鼓	6	13
train-s437	驱	3	7
train-s437	贡	2	7
train-s439	休	2	6
train-s439	挫	4	10
train-s440	防	2	6
train-s441	翻	3	18
train-s443	佬	2	8
train-s443	澳	3	15
train-s444	潘	3	15
train-s444	益	2	10
train-s444	谊	3	10
train-s445	兄	2	5
train-s446	侠	2	8
train-s446	搭	4	12
train-s446	炮	3	9
train-s447	幪	0	0
train-s448	魔	4	20
train-s448	骷	4	14
train-s448	髅	4	18
train-s448	姿	3	9
train-s448	态	3	8
train-s448	桃	2	10
train-s450	殉	3	10
train-s450	朱	2	6
train-s452	淮	2	11
train-s452	补	2	7
train-s453	庞	2	8
train-s453	胡	3	8
train-s453	颂	3	10
train-s453	适	2	9
train-s453	稿	5	15
train-s455	荡	3	9
train-s455	扼	3	7
train-s457	惩	4	12
train-s458	耀	5	20
train-s462	隋	2	11
train-s466	颁	3	10
train-s466	垦	2	9
train-s466	私	2	7
train-s467	床	2	7
train-s467	垫	3	9
train-s467	纤	2	6
train-s467	泡	3	8
train-s467	沫	2	8
train-s467	橡	3	15
train-s467	胶	3	10
train-s467	羽	1	6
train-s467	填	4	13
train-s468	亭	4	9
train-s468	靖	2	13
train-s468	霖	3	16
train-s469	庐	2	7
train-s470	勒	2	11
train-s472	笋	2	10
train-s472	涌	3	10
train-s472	旺	2	8
train-s473	熟	5	15
train-s473	冲	2	6
train-s473	晒	2	10
train-s473	斥	1	5
train-s475	侬	3	8
train-s475	佩	2	8
train-s475	摇	2	13
train-s478	涅	3	10
train-s480	欣	2	8
train-s480	泌	2	8
train-s481	荠	2	9
train-s481	灌	5	20
train-s481	木	1	4
train-s481	植	3	12
train-s482	乃	1	2
train-s482	绮	4	11
train-s482	佳	3	8
train-s484	爷	2	6
train-s484	坂	3	7
train-s487	罕	2	7
train-s489	儒	3	16
train-s489	怎	2	9
train-s489	呢	3	8
train-s490	寓	3	12
train-s490	绑	3	9
train-s490	靡	4	19
train-s490	竟	2	11
train-s491	悉	2	11
train-s492	徐	3	10
train-s492	昌	2	8
train-s492	侍	3	8
train-s493	廖	3	14
train-s493	缙	3	13
train-s493	泸	3	8
train-s494	熙	3	14
train-s494	彭	5	12
train-s494	枢	3	8
train-s495	添	4	11
train-s495	竹	1	6
train-s496	暨	4	14
train-s496	渔	2	11
train-s496	宾	3	10
train-s496	遵	5	15
train-s497	扰	2	7
train-s498	吨	2	7
train-s499	摘	3	14
train-s502	飞	1	3
train-s503	御	3	12
train-s503	抓	2	7
train-s503	冰	2	6
train-s503	柱	3	9
train-s503	忽	3	8
train-s505	盔	3	11
train-s508	杯	2	8
train-s509	替	2	12
train-s510	蹈	3	17
train-s512	剥	3	10
train-s512	障	3	13
train-s513	础	3	10
train-s514	倡	3	19
train-s517	佛	2	7
train-s518	韩	2	12
train-s518	健	3	10
train-s521	忆	2	4
train-s523	畔	2	10
train-s526	圭	2	6
train-s527	吵	3	7
train-s528	肮	3	8
train-s528	脏	3	10
train-s528	挤	2	9
train-s530	盗	3	11
train-s531	沦	3	7
train-s532	厚	2	9
train-s534	浅	2	8
train-s534	坝	2	7
train-s535	执	2	14
train-s535	逾	4	12
train-s535	甲	1	5
train-s536	盘	2	11
train-s537	敬	4	12
train-s537	尧	2	6
train-s538	担	3	8
train-s539	妹	2	8
train-s539	详	2	8
train-s540	皓	3	12
train-s540	炼	2	9
train-s544	蔷	4	14
train-s544	鼎	2	12
train-s544	赴	3	9
train-s544	潇	3	14
train-s544	洒	2	9
train-s546	吁	2	6
train-s546	孙	2	6
train-s548	謇	2	17
train-s549	赵	3	9
train-s549	慢	3	14
train-s550	雇	2	12
train-s550	佣	2	9
train-s551	邑	1	7
train-s552	滑	3	12
train-s552	奖	3	9
train-s555	丈	1	3
train-s555	喻	4	12
train-s557	熊	3	14
train-s559	午	2	4
train-s559	虑	2	10
train-s559	傍	3	12
train-s559	警	5	19
train-s560	掠	4	11
train-s562	瞬	4	17
train-s564	碧	3	14
train-s565	戒	2	7
train-s565	劳	2	7
train-s567	毁	4	13
train-s570	敢	3	11
train-s572	喝	5	12
train-s573	娜	3	9
train-s573	莎	4	10
train-s574	桩	3	10
train-s575	橄	4	15
train-s577	迈	2	6
train-s577	咖	3	8
train-s577	啡	2	11
train-s582	唱	3	11
train-s583	勤	3	13
train-s583	狱	3	9
train-s584	贫	3	8
train-s584	拾	3	9
train-s584	粪	3	12
train-s584	砍	2	9
train-s584	偶	3	11
train-s584	篮	3	16
train-s584	筐	3	12
train-s585	插	2	12
train-s587	毯	3	12
train-s587	储	4	12
train-s589	蒸	4	9
train-s592	伸	2	7
train-s593	板	3	8
train-s593	浩	3	10
train-s596	焚	3	12
train-s596	烧	3	10
train-s596	喊	4	12
train-s596	吐	2	6
train-s596	痰	3	13
train-s602	疙	3	8
train-s602	瘩	4	14
train-s603	灵	2	7
train-s604	纷	3	7
train-s605	咨	3	9
train-s605	询	3	8
train-s608	涨	3	10
train-s609	纯	2	7
train-s610	斐	2	12
train-s610	祈	2	8
train-s611	宰	2	10
train-s612	腓	2	12
train-s617	杉	2	7
train-s617	矶	2	7
train-s618	崇	3	11
train-s620	贵	2	9
train-s622	爵	3	17
train-s622	，	0	0
train-s623	软	2	8
train-s626	瑟	3	13
train-s627	倾	3	10
train-s627	听	2	7
train-s628	阻	2	7
train-s628	绍	3	8
train-s629	硝	3	12
train-s630	绞	3	9
train-s630	痛	3	12
train-s630	肌	2	6
train-s630	血	2	6
train-s630	胸	4	10
train-s630	脉	2	9
train-s630	痉	2	10
train-s630	挛	5	10
train-s632	豹	3	10
train-s632	狙	2	8
train-s632	拖	2	8
train-s632	毙	3	10
train-s635	载	2	10
train-s635	净	3	8
train-s635	绰	4	11
train-s638	灰	2	6
train-s638	岩	2	8
train-s639	铂	2	10
train-s640	仙	2	5
train-s640	杭	3	8
train-s640	凤	2	4
train-s640	凰	3	11
train-s641	冥	4	10
train-s642	柜	2	8
train-s643	卖	3	8
train-s643	怡	3	8
train-s645	锣	3	13
train-s645	鸣	2	8
train-s647	怕	2	8
train-s647	蒜	3	13
train-s650	洞	3	9
train-s651	胃	2	9
train-s651	痕	2	11
train-s653	贸	2	9
train-s658	梨	3	11
train-s658	筹	3	13
train-s658	租	2	10
train-s660	悬	3	11
train-s660	崖	4	11
train-s660	碎	3	13
train-s663	惠	2	12
train-s663	塍	2	13
train-s665	钦	2	9
train-s665	钵	2	10
train-s666	债	3	10
train-s667	豪	4	14
train-s667	呎	0	0
train-s668	窘	4	12
train-s668	呀	2	7
train-s669	悦	3	10
train-s669	涛	3	10
train-s670	坊	2	7
train-s670	滩	3	13
train-s670	狭	2	9
train-s671	稣	2	13
train-s672	衷	2	14
train-s673	骤	4	17
train-s673	困	2	7
train-s674	琦	4	12
train-s675	弦	2	8
train-s675	娴	3	10
train-s675	倩	2	10
train-s675	莲	3	10
train-s676	努	3	7
train-s676	赚	3	14
train-s677	冒	2	9
train-s677	碟	3	14
train-s678	赤	1	7
train-s678	诈	2	8
train-s679	贬	3	8
train-s679	谑	0	0
train-s680	邵	3	7
train-s680	愤	4	12
train-s680	怒	3	9
train-s685	寝	3	13
train-s685	蒋	4	12
train-s686	邱	2	7
train-s687	慕	4	14
train-s687	聪	5	15
train-s687	敏	3	11
train-s687	颇	2	11
train-s690	俯	4	10
train-s690	瞰	4	16
train-s690	迎	3	7
train-s692	髓	4	21
train-s692	粒	2	11
train-s692	嗜	3	13
train-s692	衍	4	9
train-s694	蔡	3	14
train-s694	辰	1	7
train-s695	吞	3	7
train-s695	琉	2	11
train-s696	谨	3	13
train-s698	尸	1	3
train-s698	癖	3	18
train-s699	扮	3	7
train-s700	詹	3	13
train-s700	邀	3	16
train-s701	块	2	7
train-s703	醉	3	15
train-s703	醺	2	21
train-s705	穆	2	16
train-s705	叙	3	9
train-s708	蜀	2	13
train-s708	绣	3	10
train-s708	漆	3	14
train-s708	奢	3	11
train-s708	侈	3	8
train-s710	伟	2	6
train-s711	耗	2	10
train-s712	截	2	14
train-s712	鲤	3	15
train-s712	答	3	12
train-s712	峨	2	10
train-s717	碍	2	13
train-s719	痢	3	12
train-s719	疟	2	8
train-s720	戴	4	17
train-s720	麟	4	23
train-s720	趾	2	11
train-s722	萧	2	11
train-s722	玮	2	8
train-s723	操	5	16
train-s723	繁	4	17
train-s723	琐	2	11
train-s728	敲	5	14
train-s728	纸	2	7
train-s730	瓜	1	5
train-s732	昔	3	8
train-s735	鸡	2	7
train-s741	抒	2	7
train-s741	押	2	18
train-s741	韵	3	13
train-s744	抛	2	7
train-s744	彗	3	11
train-s745	肥	2	8
train-s745	药	4	9
train-s747	匾	3	11
train-s747	挂	3	9
train-s748	吧	2	7
train-s749	俊	4	9
train-s749	昂	3	8
train-s749	膀	3	14
train-s749	臂	3	17
train-s749	傲	5	12
train-s749	翠	3	14
train-s749	唇	2	10
train-s749	笨	2	11
train-s750	虚	2	11
train-s750	矢	1	5
train-s752	拼	5	9
train-s753	̄	0	0
train-s754	俘	3	9
train-s755	卜	1	2
train-s755	楞	2	13
train-s759	诊	2	7
train-s759	髋	5	19
train-s759	疼	3	10
train-s760	ō	0	0
train-s760	页	1	6
train-s761	淘	3	11
train-s761	汰	3	7
train-s761	杜	2	7
train-s762	抵	3	8
train-s763	堆	2	11
train-s766	珀	2	9
train-s767	贩	3	8
train-s767	镑	3	15
train-s767	兑	2	5
train-s770	冯	2	5
train-s770	冬	2	5
train-s771	仑	2	4
train-s775	凌	4	10
train-s775	驾	3	8
train-s776	罹	3	16
train-s779	勺	2	3
train-s780	炎	2	8
train-s780	疖	2	7
train-s781	挪	3	9
train-s782	挹	2	10
train-s783	缔	3	12
train-s783	狸	3	10
train-s787	厨	2	12
train-s787	黛	3	17
train-s787	绳	3	11
train-s791	输	4	13
train-s793	冈	2	4
train-s793	兔	3	8
train-s797	淀	3	11
train-s798	摸	4	13
train-s798	拷	3	9
train-s800	劝	2	4
train-s800	彝	4	18
train-s800	苗	2	8
train-s801	捡	4	10
train-s801	框	3	10
train-s801	谓	3	11
train-s803	仅	2	4
train-s805	杆	2	7
train-s805	菌	3	11
train-s805	肠	2	7
train-s806	汁	2	6
train-s806	瓶	5	10
train-s806	欲	2	11
train-s808	葡	3	12
train-s808	萄	3	11
train-s808	°	0	0
train-s809	酿	3	14
train-s812	晨	2	11
train-s813	函	2	8
train-s813	歇	5	13
train-s813	荐	3	9
train-s814	苦	3	8
train-s814	恼	2	9
train-s815	腐	4	14
train-s819	誓	3	14
train-s820	铎	2	10
train-s822	折	2	7
train-s822	扣	2	6
train-s823	伍	2	6
train-s824	错	4	13
train-s826	梦	3	11
train-s826	醒	3	16
train-s832	拨	4	8
train-s837	刷	2	8
train-s838	诠	3	8
train-s838	溯	4	13
train-s840	饭	3	7
train-s844	辩	3	16
train-s844	毡	3	9
train-s847	姊	2	7
train-s850	孟	2	8
train-s853	狩	3	9
train-s853	猎	4	11
train-s856	趋	4	12
train-s856	肯	2	8
train-s858	纭	3	7
train-s860	腿	3	13
train-s865	蟒	4	16
train-s866	弄	2	7
train-s869	谢	3	12
train-s872	昨	2	9
train-s874	歧	3	8
train-s874	疲	2	10
train-s880	屿	3	6
train-s881	糟	3	17
train-s881	糕	3	16
train-s882	盐	3	10
train-s886	埔	2	10
train-s888	笳	3	11
train-s888	割	3	12
train-s888	猴	3	12
train-s891	橙	5	16
train-s891	灿	2	7
train-s891	烂	4	9
train-s895	苑	3	8
train-s895	涩	2	10
train-s895	顷	2	8
train-s896	釜	2	10
train-s897	蒲	3	12
train-s900	措	4	11
train-s900	厢	3	11
train-s902	捷	2	11
train-s903	捍	3	10
train-s904	囚	2	5
train-s905	栃	0	0
train-s907	疆	4	19
train-s908	贞	2	6
train-s910	媚	3	12
train-s910	娘	3	10
train-s910	勾	2	4
train-s910	贴	3	9
train-s911	霆	3	14
train-s912	焰	3	12
train-s913	悫	4	11
train-s914	坎	2	7
train-s915	妖	3	7
train-s915	肩	2	8
train-s916	缘	3	12
train-s917	谦	3	12
train-s917	蟾	4	19
train-s918	惟	2	11
train-s921	饱	3	8
train-s923	毅	4	15
train-s924	岭	4	8
train-s925	蟹	3	19
train-s926	夕	1	3
train-s926	郊	3	8
train-s928	浒	4	9
train-s928	耐	2	9
train-s928	庵	3	11
train-s930	鸽	3	11
train-s930	蛋	2	11
train-s930	旦	2	5
train-s931	饲	3	8
train-s933	混	3	11
train-s933	奴	2	5
train-s938	慌	4	12
train-s939	胆	3	9
train-s943	辣	2	14
train-s943	兽	4	11
train-s944	慎	4	13
train-s944	刚	3	6
train-s944	魁	2	13
train-s945	倍	3	10
train-s945	跃	3	11
train-s948	券	2	8
train-s949	慰	3	15
train-s949	妇	2	6
train-s949	泄	2	8
train-s949	辱	2	10
train-s956	翼	4	17
train-s957	乞	2	3
train-s957	毗	2	9
train-s957	阇	0	0
train-s958	缴	3	16
train-s958	闸	2	8
train-s959	竿	2	9
train-s960	澄	5	15
train-s961	翦	4	15
train-s961	燕	3	16
train-s961	虏	2	8
train-s961	刍	2	5
train-s963	逝	3	10
train-s963	嗣	3	13
train-s965	碁	0	0
train-s965	焜	0	0
train-s966	搬	4	13
train-s969	棣	2	12
train-s970	摹	4	14
train-s970	嘲	3	15
train-s970	讽	2	6
train-s970	吻	3	7
train-s971	缠	2	13
train-s973	甥	3	12
train-s976	宛	3	8
train-s976	衔	4	11
train-s977	汗	2	6
train-s978	沾	3	8
train-s980	幻	2	4
train-s980	尘	2	6
train-s981	珍	2	9
train-s981	巫	4	7
train-s982	漂	3	14
train-s982	魅	2	14
train-s982	惑	3	12
train-s987	诱	3	9
train-s989	灼	3	7
train-s992	侄	3	10
train-s992	彰	3	14
train-s995	魏	3	17
train-s995	桓	4	10
train-s996	姻	3	9
train-s997	暇	3	13
train-s997	弭	2	9
train-s998	绪	3	11
train-s999	晃	4	10
train-s999	缓	5	12
train-s999	呕	3	7
train-s1003	耸	3	10
train-s1006	篇	3	15
train-s1006	祷	3	11
train-s1012	颈	2	11
train-s1014	瓷	3	10
train-s1015	阶	3	6
train-s1015	窑	3	11
train-s1015	厂	1	2
train-s1016	晴	2	12
train-s1018	蓄	3	13
train-s1018	锐	3	12
train-s1019	撞	4	15
train-s1019	湮	3	12
train-s1019	伽	3	7
train-s1020	暮	4	14
train-s1021	绅	2	8
train-s1023	顾	3	10
train-s1023	络	3	9
train-s1024	é	0	0
train-s1027	泳	2	8
train-s1028	曷	4	9
train-s1028	懒	4	16
train-s1028	尹	1	4
train-s1028	瓘	0	0
train-s1030	凭	4	8
train-s1036	披	2	8
train-s1039	恣	3	10
train-s1040	湘	3	12
train-s1043	咎	3	8
train-s1043	荫	3	9
train-s1043	跌	3	12
train-s1046	冀	5	16
train-s1046	粤	3	12
train-s1047	猪	3	11
train-s1050	琼	4	12
train-s1051	肺	2	18
train-s1051	夜	3	8
train-s1055	菁	2	11
train-s1056	烦	2	10
train-s1059	挣	3	9
train-s1063	仓	2	4
train-s1066	铭	3	11
train-s1066	嫌	3	13
train-s1067	渎	4	11
train-s1067	秩	3	10
train-s1074	锭	3	13
train-s1075	壤	3	20
train-s1076	哀	2	9
train-s1076	悼	4	11
train-s1079	返	3	7
train-s1081	剌	2	9
train-s1082	淡	3	11
train-s1082	硫	2	12
train-s1082	磺	2	16
train-s1090	畹	4	13
train-s1090	櫾	0	0
train-s1091	腺	3	13
train-s1091	犀	2	12
train-s1091	硬	2	12
train-s1091	韧	3	7
train-s1091	夸	3	6
train-s1098	芽	2	7
train-s1098	税	3	12
train-s1100	亥	3	6
train-s1102	颉	3	12
train-s1102	巾	1	3
train-s1104	祁	2	6
train-s1104	镛	3	16
train-s1104	襄	2	17
train-s1105	妄	2	6
train-s1105	挡	3	9
train-s1105	噶	6	15
train-s1105	挺	3	9
train-s1105	艰	2	8
train-s1106	埠	2	11
train-s1107	秉	1	8
train-s1112	磨	4	16
train-s1115	僖	6	14
train-s1120	懿	7	22
train-s1120	爽	3	11
train-s1120	羲	2	16
train-s1121	赐	4	12
train-s1122	震	2	15
train-s1126	肆	2	13
train-s1126	侮	3	9
train-s1126	诽	2	10
train-s1126	谤	3	12
train-s1132	惊	4	11
train-s1133	呆	2	7
train-s1134	娇	4	9
train-s1135	稼	3	15
train-s1136	敖	4	10
train-s1136	赔	3	12
train-s1137	累	2	11
train-s1138	娶	3	11
train-s1138	丞	2	6
