sent_id	word_char	character_token_n	stroke_n
n01027030	围绕	2	16
n01027030	着	1	11
n01027030	白人	2	7
n01027030	男性	2	15
n01027030	身分	2	11
n01027041	我	1	7
n01027041	事后	2	14
n01027041	问	1	6
n01027041	她	1	6
n01027041	是不是	3	22
n01027041	明白	2	13
n01027041	为	1	4
n01027041	什么	2	7
n01027041	人们	2	7
n01027041	会	1	6
n01027041	投票	2	18
n01027041	给	1	9
n01027041	特朗普	3	32
n01027049	不是	2	13
n01027049	每个	2	10
n01027049	人	1	2
n01027049	都	1	10
n01027049	可以	2	9
n01027049	超越	2	24
n01027049	它	1	5
n01028022	幸运	2	15
n01028022	的	1	8
n01028022	是	1	9
n01028022	当时	2	13
n01028022	索尼	2	15
n01028022	澳大利亚	4	31
n01028022	有	1	6
n01028022	人	1	2
n01028022	觉得	2	20
n01028022	嘿	1	15
n01028022	顺便	2	18
n01028022	说	1	9
n01028022	一	1	1
n01028022	下	1	3
n01028022	你们	2	12
n01028022	注意	2	21
n01028022	到	1	8
n01028022	这	1	7
n01028022	一	1	1
n01028022	点	1	9
n01028022	吗	1	6
n01028022	鲍尔	2	18
n01028022	说	1	9
n01029006	当	1	6
n01029006	西格尔	3	21
n01029006	描述	2	19
n01029006	俄罗斯	3	29
n01029006	在	1	6
n01029006	克里米亚	4	26
n01029006	已	1	3
n01029006	于	1	3
n01029006	年	1	6
n01029006	被	1	10
n01029006	吞并	2	13
n01029006	的	1	8
n01029006	行动	2	12
n01029006	时	1	7
n01029006	他	1	5
n01029006	将	1	9
n01029006	之	1	3
n01029006	描述	2	19
n01029006	为	1	4
n01029006	非常	2	19
n01029006	合理	2	17
n01029006	因而	2	12
n01029006	登上	2	15
n01029006	了	1	2
n01029006	新闻	2	21
n01029006	头条	2	12
n01029007	一	1	1
n01029007	位	1	7
n01029007	狂热	2	17
n01029007	的	1	8
n01029007	吉他手	3	15
n01029007	他	1	5
n01029007	同年	2	12
n01029007	在	1	6
n01029007	那里	2	13
n01029007	举办	2	13
n01029007	了	1	2
n01029007	演唱会	3	31
n01029011	西格尔	3	21
n01029011	的	1	8
n01029011	祖母	2	14
n01029011	来	1	7
n01029011	自	1	6
n01029011	俄罗斯	3	29
n01029011	远东	2	12
n01029011	地区	2	10
n01029011	的	1	8
n01029011	符拉迪沃斯托克	7	59
n01029011	而	1	6
n01029011	他	1	5
n01029011	自己	2	9
n01029011	近年	2	13
n01029011	亦	1	6
n01029011	经常	2	19
n01029011	前往	2	17
n01029011	俄罗斯	3	29
n01029011	并	1	6
n01029011	在	1	6
n01029011	九	1	2
n01029011	月	1	4
n01029011	访问	2	12
n01029011	了	1	2
n01029011	堪察加	3	31
n01029011	半岛	2	12
n01029011	和	1	8
n01029011	库页岛	3	20
n01029014	西格尔	3	21
n01029014	提出	2	17
n01029014	在	1	6
n01029014	首都	2	19
n01029014	贝尔格莱德	5	44
n01029014	开办	2	8
n01029014	一	1	1
n01029014	所	1	8
n01029014	武术	2	13
n01029014	学校	2	18
n01029014	后	1	6
n01029014	于	1	3
n01029014	今年	2	10
n01029014	较早	2	22
n01029014	时候	2	17
n01029014	被	1	10
n01029014	授予	2	15
n01029014	塞尔维亚	4	35
n01029014	国籍	2	28
n01030005	一	1	1
n01030005	名	1	6
n01030005	警方	2	23
n01030005	发言人	3	14
n01030005	告诉	2	14
n01030005	美联社	3	28
n01030005	发生	2	10
n01030005	了	1	2
n01030005	口角	2	10
n01030005	继而	2	16
n01030005	演变	2	22
n01030005	为	1	4
n01030005	语言	2	16
n01030005	冲突	2	15
n01030005	但	1	7
n01030005	无	1	4
n01030005	人员	2	9
n01030005	伤亡	2	9
n01030005	报告	2	14
n01030006	卡隆	2	23
n01030006	的	1	8
n01030006	上	1	3
n01030006	一	1	1
n01030006	部	1	10
n01030006	影片	2	19
n01030006	是	1	9
n01030006	奥斯卡	3	36
n01030006	获奖	2	19
n01030006	影片	2	19
n01030006	地心	2	10
n01030006	引力	2	6
n01030006	据说	2	20
n01030006	他	1	5
n01030006	在	1	6
n01030006	事故	2	17
n01030006	发生	2	10
n01030006	时	1	7
n01030006	不	1	4
n01030006	在	1	6
n01030006	片场	2	10
n01030008	据	1	11
n01030008	市	1	5
n01030008	公安局	3	17
n01030008	所	1	8
n01030008	述	1	8
n01030008	周二	2	10
n01030008	一	1	1
n01030008	大群	2	16
n01030008	自称	2	16
n01030008	是	1	9
n01030008	区	1	4
n01030008	政府	2	17
n01030008	机关	2	12
n01030008	的	1	8
n01030008	人	1	2
n01030008	来到	2	15
n01030008	片场	2	10
n01030008	后	1	6
n01030008	发生	2	10
n01030008	打斗	2	9
n01031005	研究	2	16
n01031005	人员	2	9
n01031005	付出	2	10
n01031005	了	1	2
n01031005	约	1	6
n01031005	年	1	6
n01031005	的	1	8
n01031005	努力	2	9
n01031005	研究	2	16
n01031005	发展	2	15
n01031005	男性	2	15
n01031005	激素	2	26
n01031005	避孕药	3	30
n01031005	的	1	8
n01031005	潜力	2	17
n01031021	他	1	5
n01031021	补充	2	13
n01031021	说	1	9
n01031021	这	1	7
n01031021	是	1	9
n01031021	在	1	6
n01031021	寻找	2	13
n01031021	男性	2	15
n01031021	激素	2	26
n01031021	避孕	2	21
n01031021	方法	2	12
n01031021	的	1	8
n01031021	正确	2	17
n01031021	组合	2	14
n01031021	的	1	8
n01031021	漫长	2	18
n01031021	旅程	2	22
n01031021	中	1	4
n01031021	的	1	8
n01031021	一	1	1
n01031021	小步	2	10
n01032032	但是	2	16
n01032032	也	1	3
n01032032	有	1	6
n01032032	很多	2	15
n01032032	带有	2	15
n01032032	根深蒂固	4	41
n01032032	的	1	8
n01032032	宗教	2	19
n01032032	信仰	2	15
n01032032	的	1	8
n01032032	反对	2	9
n01032032	新	1	12
n01032032	的	1	8
n01032032	立法	2	13
n01033005	研究	2	16
n01033005	人员	2	9
n01033005	说	1	9
n01033005	分析	2	12
n01033005	肿瘤	2	23
n01033005	的	1	8
n01033005	可能	2	15
n01033005	有助	2	13
n01033005	于	1	3
n01033005	解释	2	25
n01033005	其他	2	13
n01033005	癌症	2	27
n01033005	的	1	8
n01033005	成因	2	12
n01033012	该	1	8
n01033012	分析	2	12
n01033012	显示	2	14
n01033012	了	1	2
n01033012	在	1	6
n01033012	一	1	1
n01033012	生	1	5
n01033012	中	1	4
n01033012	吸烟	2	16
n01033012	的	1	8
n01033012	总数	2	22
n01033012	和	1	8
n01033012	肿瘤	2	23
n01033012	突变	2	17
n01033012	的	1	8
n01033012	数目	2	18
n01033012	之间	2	10
n01033012	的	1	8
n01033012	直接	2	19
n01033012	联系	2	19
n01033021	然而	2	18
n01033021	他们	2	10
n01033021	未能	2	15
n01033021	在	1	6
n01033021	诸如	2	16
n01033021	膀胱	2	24
n01033021	的	1	8
n01033021	组织	2	16
n01033021	中	1	4
n01033021	找到	2	15
n01033021	相同	2	15
n01033021	的	1	8
n01033021	趋势	2	20
n01033021	它们	2	10
n01033021	并	1	6
n01033021	没有	2	13
n01033021	直接	2	19
n01033021	暴露	2	36
n01033021	出	1	5
n01033021	联系	2	19
n01033028	女士	2	6
n01033028	已经	2	11
n01033028	在	1	6
n01033028	剑桥	2	19
n01033028	的	1	8
n01033028	和	1	8
n01033028	医院	2	16
n01033028	接受	2	19
n01033028	了	1	2
n01033028	治疗	2	15
n01033031	但	1	7
n01033031	扫描	2	17
n01033031	显示	2	14
n01033031	女士	2	6
n01033031	右肺	2	23
n01033031	的	1	8
n01033031	肿瘤	2	23
n01033031	越来越	3	31
n01033031	大	1	3
n01033031	因	1	6
n01033031	此	1	6
n01033031	她	1	6
n01033031	要	1	9
n01033031	离开	2	14
n01033031	试验	2	18
n01034033	如果	2	14
n01034033	唐纳德	3	32
n01034033	特朗普	3	32
n01034033	成	1	6
n01034033	为	1	4
n01034033	总统	2	18
n01034033	这里	2	14
n01034033	的	1	8
n01034033	政府	2	17
n01034033	仍	1	6
n01034033	将	1	9
n01034033	要	1	9
n01034033	与	1	3
n01034033	他	1	5
n01034033	一道	2	15
n01034033	推进	2	18
n01034033	任何	2	13
n01034033	现有	2	14
n01034033	的	1	8
n01034033	共同	2	12
n01034033	议程	2	17
n01034033	以	1	4
n01034033	确保	2	21
n01034033	可以	2	9
n01034033	在	1	6
n01034033	华盛顿	3	27
n01034033	维护	2	18
n01034033	加拿大	3	18
n01034033	的	1	8
n01034033	企业	2	11
n01034033	和	1	8
n01034033	利益	2	17
n01034060	特鲁多	3	28
n01034060	将	1	9
n01034060	延长	2	10
n01034060	对	1	5
n01034060	美国	2	17
n01034060	任	1	6
n01034060	总统	2	18
n01034060	的	1	8
n01034060	要求	2	16
n01034060	无论	2	10
n01034060	总统	2	18
n01034060	是	1	9
n01034060	谁	1	10
n01035004	尽管	2	20
n01035004	今天	2	8
n01035004	上午	2	7
n01035004	有	1	6
n01035004	照片	2	17
n01035004	发布	2	10
n01035004	但	1	7
n01035004	的	1	8
n01035004	警方	2	23
n01035004	表示	2	13
n01035004	他们	2	10
n01035004	对	1	5
n01035004	这	1	7
n01035004	个	1	3
n01035004	显然	2	21
n01035004	无家可归	4	24
n01035004	而	1	6
n01035004	被	1	10
n01035004	控	1	11
n01035004	致命	2	18
n01035004	刺伤	2	14
n01035004	阿伯茨福德	5	51
n01035004	高中	2	14
n01035004	的	1	8
n01035004	年轻	2	15
n01035004	女孩	2	12
n01035004	的	1	8
n01035004	人	1	2
n01035004	有	1	6
n01035004	疑问	2	23
n01035004	多	1	6
n01035004	于	1	3
n01035004	答案	2	22
n01035013	警方	2	23
n01035013	说	1	9
n01035013	早前	2	21
n01035013	克莱恩	3	27
n01035013	似乎	2	12
n01035013	并	1	6
n01035013	没有	2	13
n01035013	犯罪	2	18
n01035013	历史	2	9
n01035013	并	1	6
n01035013	发布	2	10
n01035013	了	1	2
n01035013	关于	2	9
n01035013	他	1	5
n01035013	最近	2	19
n01035013	的	1	8
n01035013	行踪	2	21
n01035013	模糊	2	29
n01035013	的	1	8
n01035013	细节	2	13
n01035025	我们	2	12
n01035025	不	1	4
n01035025	认为	2	8
n01035025	嫌疑人	3	32
n01035025	与	1	3
n01035025	这	1	7
n01035025	所	1	8
n01035025	学校	2	18
n01035025	那	1	6
n01035025	两	1	7
n01035025	名	1	6
n01035025	女孩	2	12
n01035025	或	1	8
n01035025	更	1	7
n01035025	确切	2	16
n01035025	的	1	8
n01035025	说	1	9
n01035025	是	1	9
n01035025	阿伯兹福德	5	51
n01035025	地区	2	10
n01035025	有	1	6
n01035025	任何	2	13
n01035025	联系	2	19
n01035025	她	1	6
n01035025	说	1	9
n01035030	他	1	5
n01035030	还	1	7
n01035030	表示	2	13
n01035030	克莱恩	3	27
n01035030	沉默寡言	4	44
n01035030	不	1	4
n01035030	合作	2	13
n01035030	且	1	5
n01035030	不	1	4
n01035030	情愿	2	25
n01035030	走出	2	12
n01035030	牢房	2	15
n01035030	出席	2	15
n01035030	法院	2	17
n01035030	的	1	8
n01035030	听证会	3	20
n01036002	代表	2	13
n01036002	安大略省	4	29
n01036002	的	1	8
n01036002	房地产	3	20
n01036002	经纪人	3	16
n01036002	协会	2	12
n01036002	表示	2	13
n01036002	还	1	7
n01036002	需要	2	23
n01036002	做	1	11
n01036002	更多	2	13
n01036002	的	1	8
n01036002	工作	2	10
n01036002	来	1	7
n01036002	保障	2	22
n01036002	消费者	3	27
n01036002	并	1	6
n01036002	惩罚	2	21
n01036002	参与	2	11
n01036002	不	1	4
n01036002	道德	2	29
n01036002	行为	2	10
n01036002	的	1	8
n01036002	代理商	3	27
n01036020	他	1	5
n01036020	还	1	7
n01036020	希望	2	18
n01036020	给予	2	13
n01036020	负责	2	14
n01036020	管理	2	25
n01036020	省内	2	13
n01036020	代理人	3	18
n01036020	的	1	8
n01036020	安大略省	4	29
n01036020	的	1	8
n01036020	房地产	3	20
n01036020	理事会	3	25
n01036020	具有	2	14
n01036020	更大	2	10
n01036020	的	1	8
n01036020	执法	2	22
n01036020	和	1	8
n01036020	调查	2	19
n01036020	权力	2	8
n01036033	目前	2	14
n01036033	可以	2	9
n01036033	向	1	6
n01036033	代理	2	16
n01036033	征收	2	14
n01036033	的	1	8
n01036033	最高	2	22
n01036033	罚款	2	21
n01036033	是	1	9
n01037020	但是	2	16
n01037020	中国	2	12
n01037020	日益	2	14
n01037020	壮大	2	9
n01037020	的	1	8
n01037020	中产	2	10
n01037020	阶级	2	12
n01037020	已经	2	11
n01037020	发出	2	10
n01037020	了	1	2
n01037020	非同寻常	4	31
n01037020	的	1	8
n01037020	呼声	2	15
n01037020	控诉	2	18
n01037020	诸如	2	16
n01037020	北京	2	13
n01037020	的	1	8
n01037020	大城市	3	17
n01037020	中	1	4
n01037020	的	1	8
n01037020	有毒	2	15
n01037020	空气	2	12
n01037020	这些	2	15
n01037020	呛肺	2	25
n01037020	的	1	8
n01037020	雾霾	2	35
n01037020	日	1	4
n01037020	复	1	9
n01037020	一	1	1
n01037020	日	1	4
n01037020	显而易见	4	27
n01038021	我们	2	12
n01038021	看到	2	17
n01038021	很多	2	15
n01038021	很多	2	15
n01038021	国家	2	18
n01038021	特别	2	17
n01038021	是	1	9
n01038021	像	1	13
n01038021	巴西	2	10
n01038021	南非	2	17
n01038021	印度	2	14
n01038021	和	1	8
n01038021	中国	2	12
n01038021	等	1	12
n01038021	大型	2	12
n01038021	新兴	2	18
n01038021	排放	2	19
n01038021	国家	2	18
n01038021	逐渐	2	21
n01038021	担负	2	14
n01038021	起	1	10
n01038021	了	1	2
n01038021	减少	2	15
n01038021	温室	2	21
n01038021	气体	2	11
n01038021	排放	2	19
n01038021	中	1	4
n01038021	的	1	8
n01038021	责任	2	14
n01038021	说	1	9
n01038025	他	1	5
n01038025	也	1	3
n01038025	可以	2	9
n01038025	等到	2	20
n01038025	他	1	5
n01038025	的	1	8
n01038025	第一	2	12
n01038025	个	1	3
n01038025	任期	2	18
n01038025	结束	2	16
n01038025	时	1	7
n01038025	运用	2	12
n01038025	巴黎	2	19
n01038025	协定	2	14
n01038025	中	1	4
n01038025	的	1	8
n01038025	条款	2	19
n01038025	退出	2	14
n01038025	协议	2	11
n01039013	与	1	3
n01039013	此	1	6
n01039013	同时	2	13
n01039013	克林顿	3	25
n01039013	和	1	8
n01039013	盟友们	3	22
n01039013	正	1	5
n01039013	努力	2	9
n01039013	让	1	5
n01039013	特朗普	3	32
n01039013	立	1	5
n01039013	于	1	3
n01039013	聚光灯	3	26
n01039013	下	1	3
n01039013	指责	2	17
n01039013	他	1	5
n01039013	蔑视	2	22
n01039013	女性	2	11
n01039013	和	1	8
n01039013	少数	2	17
n01039013	族裔	2	24
n01039013	且	1	5
n01039013	他	1	5
n01039013	的	1	8
n01039013	性情	2	19
n01039013	使	1	8
n01039013	他	1	5
n01039013	无法	2	12
n01039013	胜任	2	15
n01039018	这	1	7
n01039018	不是	2	13
n01039018	我们	2	12
n01039018	的	1	8
n01039018	国家	2	18
n01039018	所	1	8
n01039018	需要	2	23
n01039018	的	1	8
n01039018	兄弟们	3	17
n01039039	特朗普	3	32
n01039039	的	1	8
n01039039	妻子	2	11
n01039039	梅拉尼亚	4	30
n01039039	特朗普	3	32
n01039039	自	1	6
n01039039	七	1	2
n01039039	月	1	4
n01039039	的	1	8
n01039039	共和党	3	24
n01039039	全国	2	14
n01039039	代表	2	13
n01039039	大会	2	9
n01039039	以来	2	11
n01039039	首次	2	15
n01039039	亮相	2	18
n01039039	于	1	3
n01039039	活动	2	15
n01039039	中	1	4
n01040028	像	1	13
n01040028	一样	2	11
n01040028	的	1	8
n01040028	学生	2	13
n01040028	已经	2	11
n01040028	在	1	6
n01040028	学校	2	18
n01040028	与	1	3
n01040028	辅导员	3	24
n01040028	会面	2	15
n01040028	谈论	2	16
n01040028	发生	2	10
n01040028	了	1	2
n01040028	什么	2	7
n01040028	事	1	8
n01040028	但	1	7
n01040028	她	1	6
n01040028	说	1	9
n01040028	最大	2	15
n01040028	安慰	2	21
n01040028	是	1	9
n01040028	可以	2	9
n01040028	见到	2	12
n01040028	她	1	6
n01040028	的	1	8
n01040028	朋友们	3	17
n01041006	这	1	7
n01041006	对	1	5
n01041006	受	1	8
n01041006	疼痛	2	22
n01041006	折磨	2	23
n01041006	的	1	8
n01041006	病人	2	12
n01041006	来	1	7
n01041006	说	1	9
n01041006	是	1	9
n01041006	一	1	1
n01041006	场	1	6
n01041006	灾难	2	17
n01041006	在	1	6
n01041006	周	1	8
n01041006	四	1	5
n01041006	接受	2	19
n01041006	采访	2	14
n01041006	时	1	7
n01041006	对	1	5
n01041006	新闻	2	21
n01041006	说	1	9
n01041018	梅尔里斯	4	35
n01041018	说	1	9
n01041018	医生	2	12
n01041018	没有	2	13
n01041018	这些	2	15
n01041018	工具	2	11
n01041018	他们	2	10
n01041018	只有	2	11
n01041018	处方笺	3	20
n01041018	和	1	8
n01041018	疫苗	2	17
n01042004	在	1	6
n01042004	有	1	6
n01042004	人	1	2
n01042004	就	1	12
n01042004	有关	2	12
n01042004	人员	2	9
n01042004	与	1	3
n01042004	原住民	3	22
n01042004	进行	2	13
n01042004	互动	2	10
n01042004	一	1	1
n01042004	事	1	8
n01042004	提出	2	17
n01042004	令	1	5
n01042004	人	1	2
n01042004	担忧	2	15
n01042004	的	1	8
n01042004	问题	2	21
n01042004	后	1	6
n01042004	安大略省	4	29
n01042004	警方	2	23
n01042004	独立	2	14
n01042004	审查	2	17
n01042004	主任	2	11
n01042004	格里	2	17
n01042004	迈科内尔里	5	31
n01042004	订立	2	9
n01042004	了	1	2
n01042004	本周	2	13
n01042004	要	1	9
n01042004	检讨	2	16
n01042004	的	1	8
n01042004	事项	2	17
n01042008	该	1	8
n01042008	覆核	2	28
n01042008	还	1	7
n01042008	在	1	6
n01042008	调查	2	19
n01042008	据称	2	21
n01042008	来	1	7
n01042008	自	1	6
n01042008	安大略省	4	29
n01042008	北部	2	15
n01042008	城市	2	14
n01042008	的	1	8
n01042008	警官	2	27
n01042008	九	1	2
n01042008	月	1	4
n01042008	在	1	6
n01042008	上	1	3
n01042008	煽动性	3	28
n01042008	的	1	8
n01042008	言论	2	13
n01043005	高管们	3	29
n01043005	也	1	3
n01043005	收到	2	14
n01043005	因	1	6
n01043005	其	1	8
n01043005	成功	2	11
n01043005	或	1	8
n01043005	超出	2	17
n01043005	预期	2	22
n01043005	的	1	8
n01043005	所	1	8
n01043005	谓	1	11
n01043005	绩效	2	21
n01043005	工资	2	13
n01043005	共享	2	14
n01043005	每人	2	9
n01043005	平均	2	12
n01043005	大约	2	9
n01043005	元	1	4
n01043014	它	1	5
n01043014	的	1	8
n01043014	年度	2	15
n01043014	预算	2	24
n01043014	超过	2	18
n01043014	十四亿	3	10
n01043014	美	1	9
n01043014	元	1	4
n01043014	员工	2	10
n01043014	超过	2	18
n01043014	人	1	2
n01043025	联邦	2	18
n01043025	政府	2	17
n01043025	主动	2	11
n01043025	报告	2	14
n01043025	每个	2	10
n01043025	部门	2	13
n01043025	的	1	8
n01043025	总绩效	3	30
n01043025	工资	2	13
n01043025	和	1	8
n01043025	奖金	2	17
n01043025	水平	2	9
n01043025	但	1	7
n01043025	最新	2	24
n01043025	的	1	8
n01043025	网上	2	9
n01043025	信息	2	19
n01043025	发布	2	10
n01043025	是	1	9
n01043025	过时	2	13
n01043025	两	1	7
n01043025	年	1	6
n01043025	了	1	2
n01043027	绩效	2	21
n01043027	工资	2	13
n01043027	和	1	8
n01043027	奖金	2	17
n01043027	总额	2	24
n01043027	是	1	9
n01043027	美	1	9
n01043027	元	1	4
n01043027	差	1	9
n01043027	不多	2	10
n01043027	和	1	8
n01043027	年	1	6
n01043027	一样	2	11
n01043027	的	1	8
n01043027	水平	2	9
n01044004	于	1	3
n01044004	年	1	6
n01044004	至	1	6
n01044004	年	1	6
n01044004	间	1	7
n01044004	领导	2	17
n01044004	委员会	3	21
n01044004	调查	2	19
n01044004	联邦	2	18
n01044004	赞助	2	23
n01044004	丑闻	2	13
n01044004	的	1	8
n01044004	戈梅里	3	22
n01044004	表示	2	13
n01044004	这些	2	15
n01044004	机构	2	14
n01044004	对于	2	8
n01044004	帮助	2	16
n01044004	恢复	2	18
n01044004	公众	2	10
n01044004	对	1	5
n01044004	法治	2	16
n01044004	的	1	8
n01044004	信心	2	13
n01044004	是	1	9
n01044004	必	1	5
n01044004	不可	2	9
n01044004	少	1	4
n01044004	的	1	8
n01044009	在	1	6
n01044009	过去	2	11
n01044009	的	1	8
n01044009	两	1	7
n01044009	天	1	4
n01044009	内	1	4
n01044009	这	1	7
n01044009	导致	2	16
n01044009	至少	2	10
n01044009	另外	2	10
n01044009	六	1	4
n01044009	名	1	6
n01044009	魁北克省	4	34
n01044009	记者	2	13
n01044009	被	1	10
n01044009	当做	2	17
n01044009	了	1	2
n01044009	省	1	9
n01044009	警察	2	33
n01044009	监视	2	18
n01044009	行动	2	12
n01044009	的	1	8
n01044009	目标	2	14
n01044009	这	1	7
n01044009	件	1	6
n01044009	事	1	8
n01044009	被	1	10
n01044009	揭发	2	17
n01045010	不	1	4
n01045010	应该	2	15
n01045010	因为	2	10
n01045010	他们	2	10
n01045010	给	1	9
n01045010	政治家	3	27
n01045010	和	1	8
n01045010	政党	2	19
n01045010	提供	2	20
n01045010	财务	2	12
n01045010	的	1	8
n01045010	捐助	2	17
n01045010	而	1	6
n01045010	有	1	6
n01045010	给予	2	13
n01045010	这些	2	15
n01045010	个人	2	5
n01045010	或	1	8
n01045010	组织	2	16
n01045010	优先	2	12
n01045010	进入	2	9
n01045010	政府	2	17
n01045010	的	1	8
n01045010	权利	2	13
n01045010	或是	2	17
n01045010	明显	2	17
n01045010	的	1	8
n01045010	进入	2	9
n01045010	优先权	3	18
n01045010	指南	2	18
n01045010	上	1	3
n01045010	这样	2	17
n01045010	写道	2	19
n01045035	法官	2	16
n01045035	在	1	6
n01045035	达菲	2	17
n01045035	的	1	8
n01045035	欺诈	2	20
n01045035	和	1	8
n01045035	违反	2	11
n01045035	信托	2	15
n01045035	庭审	2	17
n01045035	中	1	4
n01045035	洗清	2	20
n01045035	了	1	2
n01045035	达菲	2	17
n01045035	的	1	8
n01045035	所有	2	14
n01045035	指控	2	20
n01045035	并	1	6
n01045035	裁定	2	20
n01045035	它们	2	10
n01045035	符合	2	17
n01045035	参议院	3	22
n01045035	的	1	8
n01045035	规定	2	16
n01046003	现在	2	14
n01046003	手机	2	10
n01046003	远	1	7
n01046003	不止	2	8
n01046003	是	1	9
n01046003	电话	2	13
n01046036	的	1	8
n01046036	无限	2	12
n01046036	数据	2	24
n01046036	用户	2	9
n01046036	上	1	3
n01046036	个	1	3
n01046036	月	1	4
n01046036	报导	2	13
n01046036	说	1	9
n01046036	它	1	5
n01046036	棒极	2	17
n01046036	了	1	2
n01046057	他	1	5
n01046057	还	1	7
n01046057	指出	2	14
n01046057	最近	2	19
n01046057	推出	2	16
n01046057	了	1	2
n01046057	一	1	1
n01046057	个	1	3
n01046057	新	1	12
n01046057	的	1	8
n01046057	应用	2	12
n01046057	工具	2	11
n01046057	可以	2	9
n01046057	帮助	2	16
n01046057	客户	2	13
n01046057	监控	2	21
n01046057	其	1	8
n01046057	数据	2	24
n01046057	使用量	3	25
n01047048	这	1	7
n01047048	就是	2	21
n01047048	为	1	4
n01047048	什么	2	7
n01047048	我们	2	12
n01047048	会	1	6
n01047048	不断	2	15
n01047048	回来	2	13
n01047048	争取	2	14
n01047048	更多	2	13
n01048008	这些	2	15
n01048008	预测	2	19
n01048008	与	1	3
n01048008	完工	2	10
n01048008	进入	2	9
n01048008	租赁	2	20
n01048008	市场	2	11
n01048008	的	1	8
n01048008	新公寓	3	28
n01048008	的	1	8
n01048008	比例	2	12
n01048008	一致	2	11
n01048008	说明	2	17
n01048008	了	1	2
n01048008	国内	2	12
n01048008	的	1	8
n01048008	投资人	3	19
n01048008	在	1	6
n01048008	大多伦多市	5	26
n01048008	房地产	3	20
n01048008	市场	2	11
n01048008	上	1	3
n01048008	的	1	8
n01048008	重要	2	18
n01048008	作用	2	12
n01049022	这	1	7
n01049022	一	1	1
n01049022	品种	2	18
n01049022	可以	2	9
n01049022	缓解	2	25
n01049022	背部	2	19
n01049022	疼痛	2	22
n01049022	这	1	7
n01049022	一	1	1
n01049022	品种	2	18
n01049022	可以	2	9
n01049022	缓解	2	25
n01049022	恶心	2	14
n01049022	这	1	7
n01049022	种	1	9
n01049022	产品	2	15
n01049022	能	1	10
n01049022	帮助	2	16
n01049022	您	1	11
n01049022	在	1	6
n01049022	夜晚	2	19
n01049022	入睡	2	15
n01049022	来	1	7
n01049022	自	1	6
n01049022	位	1	7
n01049022	于	1	3
n01049022	科罗拉多州	5	37
n01049022	丹佛市	3	16
n01049022	的	1	8
n01049022	公司	2	9
n01049022	总部	2	19
n01049022	的	1	8
n01049022	说	1	9
n01049022	在	1	6
n01049022	那里	2	13
n01049022	大麻	2	14
n01049022	是	1	9
n01049022	可以	2	9
n01049022	合法	2	14
n01049022	出售	2	16
n01049022	的	1	8
n01049033	但是	2	16
n01049033	如果	2	14
n01049033	没有	2	13
n01049033	法律	2	17
n01049033	框架	2	19
n01049033	靠	1	15
n01049033	着	1	11
n01049033	大麻	2	14
n01049033	作	1	7
n01049033	为	1	4
n01049033	一	1	1
n01049033	种	1	9
n01049033	能	1	10
n01049033	缓解	2	25
n01049033	情绪	2	22
n01049033	的	1	8
n01049033	民间	2	12
n01049033	的	1	8
n01049033	疗法	2	15
n01049033	的	1	8
n01049033	这	1	7
n01049033	个	1	3
n01049033	草根	2	29
n01049033	的	1	8
n01049033	起源	2	23
n01049033	那么	2	9
n01049033	公司	2	9
n01049033	就	1	12
n01049033	只	1	5
n01049033	能	1	10
n01049033	猜测	2	20
n01050006	铁	1	10
n01050006	是	1	9
n01050006	人体	2	9
n01050006	生产	2	11
n01050006	血红蛋白	4	28
n01050006	所	1	8
n01050006	必须	2	14
n01050006	的	1	8
n01050006	元素	2	14
n01050006	红	1	6
n01050006	细胞	2	17
n01050006	中	1	4
n01050006	的	1	8
n01050006	蛋白质	3	24
n01050006	负责	2	14
n01050006	将	1	9
n01050006	氧气	2	14
n01050006	传送	2	15
n01050006	给	1	9
n01050006	身体	2	14
n01050006	中	1	4
n01050006	的	1	8
n01050006	各个	2	9
n01050006	组织	2	16
n01050009	目前	2	14
n01050009	的	1	8
n01050009	等候	2	22
n01050009	时间	2	14
n01050009	为	1	4
n01050009	周	1	8
n01050014	有	1	6
n01050014	可能	2	15
n01050014	有	1	6
n01050014	正常	2	16
n01050014	的	1	8
n01050014	血红蛋白	4	28
n01050014	水平	2	9
n01050014	但	1	7
n01050014	总体	2	16
n01050014	的	1	8
n01050014	铁	1	10
n01050014	储备	2	20
n01050014	却	1	7
n01050014	偏低	2	18
n01050014	加拿大	3	18
n01050014	血液	2	17
n01050014	服务	2	13
n01050014	说	1	9
n01050019	新	1	12
n01050019	的	1	8
n01050019	铁	1	10
n01050019	元素	2	14
n01050019	指导	2	15
n01050019	方针	2	11
n01050019	意味	2	21
n01050019	着	1	11
n01050019	需要	2	23
n01050019	更多	2	13
n01050019	的	1	8
n01050019	捐献者	3	31
n01051004	当	1	6
n01051004	德克萨斯州	5	51
n01051004	的	1	8
n01051004	准妈妈	3	22
n01051004	被	1	10
n01051004	告知	2	15
n01051004	她	1	6
n01051004	的	1	8
n01051004	未	1	5
n01051004	出生	2	10
n01051004	的	1	8
n01051004	孩子	2	12
n01051004	具有	2	14
n01051004	一	1	1
n01051004	种	1	9
n01051004	罕见	2	11
n01051004	的	1	8
n01051004	情况	2	18
n01051004	需要	2	23
n01051004	手术	2	9
n01051004	才	1	3
n01051004	能	1	10
n01051004	存活	2	15
n01051004	下来	2	10
n01051004	时	1	7
n01051004	原本	2	15
