sent_id	word_char	character_token_n	component_n
w01053015	仍是	2	4
w01053015	学者	2	5
w01053015	争论	2	5
w01053015	话题	2	4
w01053031	鉴	1	3
w01053031	耶路撒冷	4	11
w01053031	彼拉多	3	6
w01053031	决定	2	4
w01053031	派	1	3
w01053031	耶稣	2	4
w01053031	去	1	2
w01053031	那	1	2
w01053031	审讯	2	4
w01053045	新约	2	5
w01053045	记载	2	4
w01053045	保罗	2	5
w01053045	皈依	2	5
w01053045	十七	2	2
w01053045	科林斯	3	7
w01053045	停留	2	8
w01053062	如果	2	4
w01053062	当年	2	4
w01053062	引入	2	3
w01053062	特殊	2	5
w01053062	闰月	2	3
w01053062	的话	2	4
w01053062	周	1	3
w01053062	牛顿	2	3
w01053062	支持	2	5
w01053067	两千	2	2
w01053067	月相	2	3
w01053067	若	1	3
w01053067	云层	2	5
w01053067	烟雾	2	6
w01053067	遮挡	2	7
w01053067	通	1	3
w01054107	新法兰西	4	9
w01054107	尚	1	3
w01054107	较旧	2	5
w01054107	修建	2	5
w01054107	堡垒	2	8
w01056103	融合	2	5
w01056103	机制	2	4
w01056103	以前	2	5
w01056103	拉丁姆	3	5
w01056103	意大利	3	5
w01057006	每首	2	4
w01057006	诗歌	2	8
w01057006	描述	2	5
w01057016	后世	2	4
w01057016	剧	1	4
w01057016	作家	2	4
w01057016	史学家	3	6
w01057016	知识	2	5
w01057016	分子	2	3
w01057016	特洛伊	3	8
w01057016	原型	2	6
w01057016	作品	2	5
w01057016	创作	2	5
w01057041	预言	2	6
w01057041	度过	2	5
w01057041	平淡无奇	4	8
w01057041	生	1	1
w01057041	死去	2	5
w01057041	或者	2	5
w01057041	战场	2	5
w01057041	英年	2	4
w01057041	早逝	2	5
w01057041	通过	2	5
w01057041	诗文	2	5
w01057041	永世	2	2
w01057041	不朽	2	3
w01058009	朱利安	3	5
w01058009	杀	1	2
w01058009	说法	2	6
w01058009	推翻	2	5
w01058013	据信	2	6
w01060037	沈	1	2
w01060037	括	1	2
w01060037	官府	2	5
w01060037	代理人	3	5
w01060037	技巧	2	4
w01060037	能力	2	5
w01060037	很快	2	4
w01060037	得到	2	6
w01060037	王	1	1
w01060037	安石	2	3
w01060038	派往	2	5
w01060038	淤泥	2	7
w01060038	沉积	2	6
w01060038	计划	2	4
w01060038	首都	2	5
w01060038	汴河	2	5
w01060038	开展	2	4
w01060039	原创	2	6
w01060039	技术	2	3
w01060039	疏通	2	5
w01060039	淤积物	3	9
w01060039	极佳	2	5
w01060039	肥料	2	4
w01060039	价值	2	6
w01060040	获	1	3
w01060040	派遣	2	6
w01060040	契丹	2	4
w01060040	辽朝	2	4
w01060040	担任	2	5
w01060040	使节	2	4
w01060040	进	1	2
w01060040	步	1	1
w01060040	朝廷	2	4
w01060040	美誉	2	5
w01060041	契丹人	3	5
w01060041	挑衅性	3	6
w01060041	谈判	2	5
w01060041	要求	2	3
w01060041	边界	2	5
w01060041	推进	2	4
w01060041	操纵	2	8
w01060041	称职	2	6
w01060041	大使	2	3
w01060041	辽国	2	5
w01060041	作出	2	4
w01060041	让步	2	3
w01061050	药学	2	6
w01061050	萨莱诺	3	9
w01061050	学校	2	6
w01061050	伊斯兰	3	8
w01062037	据称	2	7
w01062037	提庇留	3	7
w01062037	离开	2	5
w01062037	后悔	2	6
w01062037	奥古斯都	4	11
w01062037	拒绝	2	4
w01062063	似乎	2	3
w01062063	希望	2	6
w01062063	元老会	3	7
w01062063	无需	2	3
w01062063	单独	2	4
w01062063	而且	2	2
w01062063	命令	2	6
w01062063	含糊	2	6
w01062063	人们	2	3
w01062063	讨论	2	5
w01062063	内容	2	4
w01062063	更多	2	3
w01062063	真实	2	6
w01062063	意图	2	6
w01062063	是否	2	4
w01062063	应该	2	4
w01063048	每位	2	4
w01063048	神祗	2	4
w01063048	独特	2	5
w01063048	代表	2	4
w01063048	日常	2	4
w01063048	所需	2	4
w01063048	小心翼翼	4	10
w01063048	恰当	2	6
w01063048	仪式	2	4
w01063048	祭品	2	5
w01063048	供奉	2	5
w01064034	坐船	2	6
w01064034	出发	2	3
w01065018	现场	2	4
w01065018	祭祀	2	4
w01065018	遗迹	2	5
w01065018	排	1	2
w01065018	十	1	1
w01065018	立石	2	3
w01065018	高大	2	5
w01065018	石碑	2	3
w01065018	南北	2	5
w01065018	走向	2	4
w01065018	米	1	1
w01065018	石群	2	4
w01065018	中央	2	2
w01065018	祭坛	2	5
w01065018	方形	2	4
w01065018	石制	2	3
w01065018	水池	2	3
w01065019	巨碑	2	4
w01065019	具体	2	4
w01065019	作用	2	4
w01065019	仍然	2	5
w01065019	当中	2	3
w01065019	中期	2	4
w01065019	青铜	2	6
w01065019	迦南人	3	8
w01065019	高地	2	6
w01065020	大火	2	2
w01065020	焚毁	2	6
w01065020	时间	2	4
w01065020	发起	2	3
w01065020	系列	2	4
w01065021	资料	2	5
w01065021	凯尔奈克	4	10
w01065021	圣殿	2	6
w01065021	碑文	2	4
w01065022	阿马尔奈	4	8
w01065022	文书	2	3
w01065022	追溯	2	6
w01065022	基色城	3	7
w01065022	效忠	2	5
w01065022	封	1	3
w01065022	信件	2	4
w01066003	出生	2	3
w01066003	证明	2	4
w01066003	记录	2	4
w01066003	然后	2	6
w01066003	星期	2	5
w01066003	农历	2	3
w01066003	生肖	2	3
w01066006	黄道	2	5
w01066006	猴子	2	5
w01066006	意义	2	3
w01066006	很	1	2
w01066006	周年	2	5
w01066008	每天	2	3
w01066008	吉祥	2	4
w01066008	工作日	3	4
w01066008	表格	2	5
w01066008	分配	2	4
w01066008	下面	2	7
w01066008	链接	2	6
w01066008	打开	2	3
w01066008	当周	2	5
w01066008	各天	2	3
w01066008	菩萨	2	6
w01066008	图片	2	5
w01066040	华人	2	4
w01066040	春节	2	4
w01066040	节日	2	3
w01066040	按照	2	7
w01066040	计算	2	5
w01067032	加强	2	5
w01067032	防卫	2	3
w01067032	建造	2	5
w01067032	大公墙	3	8
w01067059	十五	2	2
w01067059	很多	2	4
w01067059	完工	2	4
w01067059	工程	2	4
w01067059	印证	2	4
w01067103	除	1	3
w01067103	之外	2	3
w01067103	占有	2	3
w01067103	一些	2	5
w01068027	阿特灵	3	8
w01068027	日本	2	3
w01068027	电视	2	3
w01068027	节目	2	3
w01068027	太空	2	3
w01068027	采访	2	4
w01068027	藉口	2	5
w01068027	引诱	2	5
w01068027	比佛利	3	5
w01068027	山庄	2	3
w01068027	酒店	2	5
w01068056	结	1	3
w01068056	婚	1	3
w01069007	哈布斯堡	4	13
w01069007	王朝	2	3
w01069007	统治者	3	8
w01069007	神圣	2	4
w01069007	皇帝	2	4
w01069007	头衔	2	5
w01069040	除去	2	5
w01069040	实行	2	6
w01069040	严厉	2	6
w01069040	政策	2	4
w01069040	查尔斯	3	8
w01069040	荷兰人	3	8
w01069040	需求	2	3
w01069040	抱有	2	4
w01069040	同情心	3	6
w01069056	贵族	2	5
w01069056	成员	2	3
w01069056	联盟	2	6
w01069056	总督	2	7
w01069056	玛格丽特	4	11
w01069056	递交	2	5
w01069056	请愿	2	6
w01069056	余部	2	5
w01069056	中止	2	2
w01069056	迫害	2	5
w01069094	奥斯曼	3	9
w01069094	斗争	2	3
w01069094	大大	2	2
w01069094	限制	2	4
w01069094	部署	2	6
w01069094	兵力	2	3
w01069094	对抗	2	5
w01069094	荷兰	2	7
w01069094	叛军	2	5
w01069094	军事	2	5
w01070031	天文台	3	5
w01070031	建成	2	3
w01070031	服务	2	4
w01070032	中间	2	3
w01070032	观察	2	5
w01070032	太阳	2	3
w01070032	满月	2	4
w01070032	升起	2	3
w01070033	日出	2	3
w01070033	夏至	2	4
w01070033	冬至	2	4
w01070033	春分	2	4
w01070033	秋分	2	4
w01070034	四	1	3
w01070034	分别	2	5
w01070034	给出	2	6
w01070034	最小	2	4
w01070034	倾斜角	3	8
w01070035	测量	2	6
w01070035	长度	2	4
w01071036	重要性	3	5
w01071036	事实	2	6
w01071036	出来	2	3
w01071043	第三	2	6
w01071043	尤卡坦	3	6
w01071043	半岛	2	3
w01071043	后古典	3	7
w01072002	希斯帕尼亚	5	12
w01072002	来源	2	5
w01072002	备受	2	5
w01072002	猜测	2	5
w01072002	仅仅	2	4
w01072002	基	1	3
w01072002	巧合	2	5
w01072002	相似度	3	7
w01072002	且	1	1
w01072002	缺乏	2	4
w01072002	有力	2	2
w01072002	证据	2	6
w01072046	新生	2	4
w01072046	事物	2	5
w01072046	大	1	1
w01072065	罗马化	3	5
w01072065	阶段	2	5
w01072065	出	1	2
w01072065	一分为二	4	6
w01072079	卡瑞卡拉	4	9
w01072079	提出	2	4
w01072079	分区	2	4
w01072079	很短	2	4
w01073007	拉迪亚德吉	5	13
w01073007	湖区	2	6
w01073007	深深	2	8
w01073007	打动	2	5
w01073007	以至	2	4
w01073007	孩子	2	3
w01073007	新生儿	3	5
w01073042	那儿	2	3
w01073042	时候	2	5
w01073042	吉卜林	3	5
w01073042	崔丝	2	5
w01073042	一同	2	4
w01073042	上船	2	5
w01073042	佛罗伦萨	4	10
w01073042	葛拉德	3	10
w01073042	相遇	2	4
w01073042	并且	2	2
w01073042	坠入	2	4
w01073042	爱河	2	6
w01073054	惠勒斯蒂芬	5	13
w01073054	压力	2	3
w01073054	基普林	3	8
w01073054	写作	2	5
w01073054	兴致	2	5
w01073054	势不可挡	4	9
w01073067	回到	2	5
w01073067	拉合尔	3	7
w01073067	公报	2	4
w01073067	发表	2	3
w01073067	三十九	3	5
w01073067	故事	2	6
w01073075	此刻	2	4
w01073075	越来越	3	5
w01073075	思考	2	4
w01073075	未来	2	2
w01074088	金	1	2
w01074088	瓶	1	2
w01074088	梅	1	3
w01074088	著作	2	5
w01074088	整合	2	6
w01074088	过往	2	4
w01074088	材料	2	4
w01074088	标志	2	4
w01074088	迈向	2	4
w01074088	趋势	2	6
w01074088	表达	2	4
w01074088	心理学	3	6
w01074088	关注	2	4
w01075036	更高	2	5
w01075036	男子	2	3
w01075036	高中	2	5
w01075036	入读率	3	6
w01075036	人均	2	4
w01075036	收入	2	3
w01075036	增长率	3	8
w01075036	内战	2	5
w01075036	机率	2	4
w01075037	说	1	4
w01075037	比	1	1
w01075037	水平	2	2
w01075037	冲突	2	4
w01075037	大概	2	4
w01075037	数据	2	7
w01075038	因素	2	4
w01075038	放弃	2	4
w01075038	叛乱	2	5
w01075038	收益	2	5
w01075038	指标	2	5
w01075038	鼓励	2	6
w01075039	换	1	2
w01075039	言	1	4
w01075039	年轻	2	5
w01075039	男性	2	4
w01075039	参战者	3	8
w01075039	教育	2	5
w01075039	满意	2	5
w01075039	薪资	2	7
w01075039	合理	2	5
w01075039	假设	2	6
w01075039	那么	2	3
w01075040	抱怨	2	6
w01075040	愤懑	2	8
w01075040	起因	2	4
w01075040	推动	2	5
w01075040	武装	2	5
w01075040	暴乱	2	6
w01076039	保障	2	6
w01076039	保证	2	5
w01076039	化解	2	5
w01076039	公共	2	4
w01076039	内部	2	5
w01076039	紧张	2	5
w01076039	转变	2	4
w01076039	和谐	2	5
w01076054	阿拉伯	3	7
w01076054	起义	2	3
w01076054	扭转	2	4
w01076054	奥斯曼人	4	10
w01076054	中东	2	2
w01076054	战线	2	5
w01076054	局势	2	5
w01076054	优势	2	5
w01078013	本书	2	3
w01078013	段落	2	6
w01078013	详细	2	4
w01078013	探讨	2	6
w01078013	社会	2	5
w01078013	伤害	2	6
w01079038	道明会	3	7
w01079038	牧师	2	4
w01079038	海因里希	4	9
w01079038	克雷默	3	7
w01079038	萨尔兹堡	4	12
w01079038	大主教	3	6
w01079038	助理	2	4
w01079049	裁判所	3	6
w01079049	告诫	2	5
w01079049	教徒	2	5
w01079049	不能	2	5
w01079049	相信	2	4
w01079049	女巫	2	4
w01079049	槌	1	3
w01079057	强制	2	5
w01079057	受洗	2	6
w01079057	有悖	2	5
w01079057	天主教	3	6
w01079057	教义	2	4
w01079057	理论	2	5
w01079057	任何	2	5
w01079057	重新	2	4
w01079057	犹太教	3	6
w01079077	驱逐	2	5
w01079077	塞法迪	3	8
w01079077	犹太人	3	4
w01079077	西班牙裔	4	9
w01079077	葡萄牙	3	7
w01079077	最后	2	6
w01079077	同样	2	5
w01079077	对象	2	5
w01080128	边境	2	6
w01080128	现在	2	4
w01080128	奈斯托斯河	5	13
w01080128	叫	1	2
w01080128	麦斯塔河	4	13
w01080128	包围	2	4
w01080129	菲利普	3	7
w01080129	随后	2	6
w01080129	朝	1	2
w01080129	南面	2	9
w01080129	敌人	2	3
w01080130	塞萨利	3	9
w01080130	击败	2	4
w01080130	牢牢	2	4
w01080130	掌握	2	6
w01080131	行进	2	5
w01080131	温泉关	3	7
w01080131	却	1	2
w01080131	打算	2	5
w01080131	占领	2	4
w01080131	该处	2	4
w01080131	斯巴达	3	6
w01080131	亚加亚	3	6
w01080131	重兵	2	3
w01080131	守护	2	4
w01080132	确保	2	5
w01080132	安全	2	4
w01080132	召集	2	4
w01080132	庞大	2	3
w01080132	深入	2	5
w01080132	长久	2	2
w01080132	征服战	3	7
w01081030	俄罗斯	3	7
w01081030	女皇	2	3
w01081030	叶卡捷琳娜	5	12
w01082055	美国	2	5
w01082055	珍珠港	3	9
w01082055	宣传	2	6
w01083007	罗曼诺夫	4	10
w01083007	理想	2	5
w01083007	愿景	2	8
w01083007	视而不见	4	5
w01083021	汇集	2	4
w01083021	大战	2	4
w01083021	分离	2	6
w01083021	明显	2	4
w01083021	迹象	2	5
w01084085	素可泰	3	6
w01084085	同	1	3
w01084102	西方	2	3
w01084102	往来	2	3
w01084102	利润	2	5
w01084102	可观	2	4
w01084102	交易	2	4
w01084102	长远	2	4
w01085004	部队	2	5
w01085004	古巴	2	3
w01085004	表现	2	4
w01085004	优秀	2	4
w01085005	太	1	1
w01085005	执着	2	4
w01085005	蝇头小利	4	6
w01085005	未能	2	5
w01085005	做好	2	6
w01085005	海外	2	5
w01085006	佛罗里达	4	7
w01085006	集结	2	5
w01085006	待命区	3	8
w01085006	志愿军	3	8
w01085006	国民	2	4
w01085006	警卫	2	6
w01085006	面临	2	8
w01085006	训练	2	4
w01085006	粮食	2	4
w01085007	解放	2	5
w01085008	和平	2	3
w01085008	波多黎各	4	10
w01085008	关岛	2	4
w01085008	菲律宾	3	7
w01085008	割让	2	6
w01086012	威尼斯	3	7
w01086012	募集	2	6
w01086012	遭到	2	5
w01086012	进攻	2	4
w01086037	截	1	2
w01086037	降到	2	5
w01087052	文艺	2	4
w01087052	复兴	2	5
w01087052	古代	2	4
w01087052	文学	2	5
w01087052	能够	2	8
w01087052	陶冶	2	6
w01087052	情操	2	7
w01087052	加深	2	6
w01087052	行为	2	4
w01087052	了解	2	4
w01088099	全面	2	7
w01088099	统计	2	5
w01088099	分析	2	4
w01088099	妇女	2	3
w01088099	养育	2	4
w01089017	埋葬	2	7
w01089017	陪葬品	3	11
w01089040	只有	2	3
w01089040	四十	2	4
w01089040	户	1	2
w01089040	人家	2	3
w01089040	耕地	2	4
w01089040	牧场	2	4
w01089068	西西里岛	4	5
w01089068	皮特库赛	4	10
w01089068	库迈	2	4
w01089068	字母	2	3
w01091016	香蕉	2	5
w01091016	粉芭蕉	3	8
w01091016	最早	2	5
w01091016	东南	2	5
w01091016	种植	2	5
w01091016	早	1	2
w01091016	传	1	2
w01091045	食物	2	4
w01091045	皮毛	2	2
w01091045	粪便	2	5
w01092019	苏格兰人	4	9
w01092019	瓦特	2	4
w01092019	根本	2	4
w01092019	原理	2	5
w01092032	工业	2	4
w01092032	革命	2	6
w01092032	令	1	3
w01092032	机器	2	7
w01092032	金属	2	4
w01093028	美塞尼亚	4	10
w01093028	伯罗奔尼撒	5	13
w01093028	势力	2	4
w01094022	国际	2	5
w01094022	汽车	2	5
w01094022	评选	2	5
w01094022	福特	2	7
w01094022	评	1	2
w01094022	影响力	3	9
w01094022	车型	2	4
w01094066	紧凑	2	6
w01094066	漫步	2	5
w01094066	大获	2	4
w01094066	激励	2	7
w01094066	通用	2	5
w01094066	推出	2	4
w01095089	习俗	2	3
w01095089	近代	2	4
w01095089	稍微	2	8
w01095089	朋友	2	3
w01095089	间	1	2
w01095089	称呼	2	5
w01095089	姓	1	2
w01095090	对方	2	4
w01095090	皇室	2	4
w01095090	直呼	2	4
w01095090	显得	2	6
w01095090	礼貌	2	5
w01095091	明治	2	5
w01095091	天皇	2	3
w01095091	习惯	2	4
w01095091	纪元	2	4
w01095091	死	1	3
w01095091	年号	2	4
w01095092	朝代	2	4
w01095092	谥号	2	6
w01095092	方式	2	4
w01095093	昭和	2	5
w01095093	在世	2	3
w01096013	亚太	2	3
w01096013	三百万	3	6
w01096013	一千万	3	3
w01096013	侵略	2	7
w01096013	最多	2	5
w01096013	七百五十万	5	6
w01096055	爆发	2	6
w01096055	同盟国	3	9
w01096074	格局	2	5
w01096074	战	1	3
w01096074	静态	2	4
w01096074	防御	2	5
w01096074	前线	2	5
w01096074	主导	2	4
w01096074	变成	2	3
w01096074	注重	2	3
w01096074	机动性	3	7
w01096074	武器	2	7
w01096074	多样性	3	6
w01097059	英国	2	5
w01097059	骑兵	2	6
w01097059	严格	2	7
w01097059	剑术	2	4
w01097104	历史学家	4	8
w01097104	钱德勒	3	9
w01097104	威勒	2	4
w01097104	重骑兵	3	7
w01097104	伟大	2	3
w01097104	有生	2	2
w01097104	力量	2	4
w01097104	遭	1	3
w01097104	消灭	2	5
w01098043	常染色	3	8
w01098043	体	1	2
w01098043	基因	2	5
w01098043	表明	2	4
w01098043	祖先	2	4
w01099012	音乐	2	4
w01099012	起源	2	6
w01099012	解释	2	6
w01099012	取决	2	4
w01099012	定义	2	3
w01099045	之中	2	2
w01099045	男人	2	3
w01099045	女人	2	2
w01099045	都是	2	5
w01099045	很好	2	4
w01099045	歌手	2	6
w01099045	创造	2	6
w01099045	团体	2	4
w01100046	湖	1	4
w01100046	林	1	2
w01100046	则徐	2	5
w01100046	禁止	2	4
w01100046	鸦片	2	3
w01100046	不得	2	5
w01100047	战败	2	5
w01100047	签订	2	5
w01100047	南京	2	7
w01100048	香港	2	6
w01100048	上海	2	5
w01100048	广州	2	2
w01100048	在内	2	4
w01100048	港口	2	5
w01100048	开放	2	3
w01100048	居住权	3	7
w01100049	再次	2	3
w01100049	迫	1	2
w01100049	天津	2	3
w01100049	北京	2	4
w01100050	外国人	3	6
w01100050	内地	2	4
w01100050	旅行	2	6
w01101020	拉玛尔	3	6
w01101020	曼德尔	3	10
w01101020	一起	2	3
w01101020	参加	2	5
w01101020	商务	2	5
w01101020	会议	2	5
w01101020	科学家	3	7
w01101020	专业	2	4
w01101046	早期	2	5
w01101046	发明	2	3
w01101046	改良	2	4
w01101046	信号灯	3	6
w01101046	溶	1	3
w01101046	碳酸	2	8
w01101046	饮料	2	4
w01101046	药丸	2	4
w01101084	接到	2	5
w01101084	好几	2	3
w01101084	剧本	2	6
w01101084	广告	2	3
w01101084	舞台剧	3	9
w01101084	没	1	2
w01101084	感	1	4
w01101084	兴趣	2	5
w01102020	党卫军	3	6
w01102020	军官	2	4
w01102020	带领	2	5
w01102020	法兰西	3	6
w01102020	民兵	2	3
w01102020	追杀	2	4
w01102020	抵抗	2	5
w01102020	约瑟夫	3	6
w01102020	达尔南德	4	13
w01102020	处死	2	5
w01102040	戴高乐	3	10
w01102040	场合	2	5
w01102040	表示	2	5
w01102040	丘吉尔	3	5
w01102040	过度	2	5
w01102040	崇拜	2	5
w01102040	不经	2	4
w01102040	颁布	2	5
w01102040	正式	2	4
w01102040	奖项	2	5
w01103022	卡兰芝	3	7
w01103022	吸食	2	4
w01103022	海洛	2	6
w01103022	毁灭	2	5
w01103022	职业	2	6
w01103022	生涯	2	5
w01103022	走	1	2
w01103022	堕落	2	6
w01103022	艾滋病	3	7
w01103022	过程	2	5
w01105053	研发	2	3
w01105053	此次	2	4
w01105053	太晚	2	3
w01105053	尽管	2	5
w01105053	轰炸机	3	7
w01105053	装备	2	5
w01105053	鹰	1	4
w01105053	雷达	2	4
w01105053	姗姗来迟	4	7
w01105054	阿尔瓦雷茨	5	11
w01105054	最为	2	4
w01105054	知名	2	4
w01105054	成就	2	5
w01105054	进场	2	4
w01105054	航空	2	5
w01105054	领域	2	6
w01105054	尤其	2	3
w01105054	战后	2	6
w01105054	柏林	2	4
w01105054	空运	2	5
w01105054	发挥	2	4
w01105055	偶极	2	4
w01105055	天线	2	3
w01105055	取得	2	6
w01105055	很高	2	6
w01105055	角	1	2
w01105055	坐标	2	5
w01105055	分辨率	3	7
w01105055	从而	2	3
w01105055	使得	2	6
w01105055	控制员	3	7
w01105055	高精度	3	9
w01105055	显示器	3	10
w01105055	飞行员	3	6
w01105055	发送	2	4
w01105055	语音	2	5
w01105055	指令	2	6
w01105055	指引	2	5
w01105055	着陆	2	5
w01105055	飞机	2	3
w01105055	进入	2	3
w01105055	跑道	2	5
w01105056	简单	2	5
w01105056	效果	2	5
w01105056	好	1	2
w01105056	经	1	3
w01105057	套	1	2
w01105057	如此	2	4
w01105057	有些	2	5
w01106021	居住区	3	7
w01106052	刚果	2	5
w01106052	民主	2	3
w01106052	卢本巴希	4	8
w01106073	高海拔	3	9
w01106073	有助	2	3
w01106073	否则	2	4
w01106073	炎热	2	5
w01107013	生命	2	4
w01107013	希区柯克	4	11
w01107013	身体	2	3
w01107013	欠佳	2	5
w01107013	少	1	2
w01107063	刻画	2	5
w01107063	挣扎	2	4
w01107063	母子	2	2
w01107063	人物	2	3
w01107063	形象	2	5
w01107124	喜欢	2	5
w01107124	最好	2	5
w01107124	人才	2	2
w01107124	海报	2	5
w01107124	设计师	3	6
w01107124	比尔	2	3
w01107124	格德	2	8
w01107124	索尔	2	5
w01107124	巴斯	2	4
w01107124	设计	2	4
w01107124	主题	2	4
w01108036	赫尔茨	3	7
w01108036	心里	2	2
w01108036	激烈	2	7
w01108036	思想	2	5
w01108036	一面	2	6
w01108036	渴望	2	6
w01108036	公众	2	5
w01108036	期待	2	6
w01108063	大使馆	3	6
w01108063	威廉	2	4
w01108063	赫尔勒	3	6
w01108063	拜访	2	4
w01109009	集	1	2
w01109009	扮演	2	7
w01109009	灵巧	2	4
w01109009	吉他手	3	5
w01109036	莱尼	2	4
w01109036	缘	1	2
w01109036	打	1	2
w01109036	光棍	2	5
w01109120	暗示	2	5
w01109120	卧底	2	4
w01109120	霍默	2	4
w01111021	戏剧	2	6
w01111021	温斯顿	3	8
w01111021	哈默史密斯	5	13
w01111021	科罗娜	3	7
w01111021	学院	2	7
w01111089	拍摄	2	6
w01111089	夏天	2	3
w01111089	遇见	2	3
w01111089	妻子	2	4
w01111089	伊莲娜	3	8
w01111093	破产	2	3
w01112060	迪斯尼	3	7
w01112060	环球	2	4
w01112060	影业	2	8
w01112060	幸运兔	3	7
w01112060	奥斯瓦	3	7
w01112060	产权	2	3
w01112098	再	1	1
w01112098	奥斯卡	3	8
w01112098	终身	2	4
w01112098	成就奖	3	8
w01112098	大金人	3	4
w01112098	小金人	3	4
w01113033	张	1	2
w01113033	卡	1	2
w01113033	补助	2	4
w01113033	自动	2	5
w01113033	取款机	3	7
w01113033	取出	2	4
w01113033	购买	2	5
w01113033	需要	2	4
w01113033	用品	2	5
w01113033	校服	2	5
w01113046	修葺	2	6
w01113046	市场	2	4
w01113046	建	1	2
w01113058	竞争	2	5
w01113058	对手	2	3
w01113058	普拉博沃	4	10
w01113058	苏比安托	4	7
w01113058	获胜	2	5
w01113058	印尼	2	4
w01113058	民众	2	4
w01113058	困惑	2	7
w01113058	无比	2	2
w01113074	就职	2	7
w01113074	佐科维	3	7
w01113074	即将	2	5
w01113074	离任	2	6
w01113074	尤多约夫	4	6
w01113074	承担	2	4
w01113074	责任	2	4
w01113074	提高	2	6
w01113074	油价	2	5
w01114053	正日	2	3
w01114053	自传	2	4
w01114053	部	1	3
w01114053	歌剧	2	9
w01115022	亚历山大	4	6
w01115022	愿意	2	6
w01115022	达成	2	3
w01115022	妥协	2	4
w01115022	大学	2	4
w01115022	要	1	2
w01115023	贝瑞	2	4
w01115023	爱丁堡	3	8
w01115023	晚报	2	4
w01115023	写	1	3
w01115023	评论	2	5
w01115024	毕业	2	5
w01115024	硕士	2	3
w01115024	学位	2	5
w01115025	妹妹	2	4
w01115025	苏格兰人报	5	11
w01115025	看到	2	4
w01115025	招聘	2	6
w01115025	告诉	2	4
w01115025	诺丁汉	3	7
w01115025	日报	2	3
w01115025	记者	2	4
w01115025	为期	2	4
w01115026	基里缪尔	4	10
w01116036	版	1	3
w01116036	印	1	2
w01116088	当下	2	4
w01116088	新世界	3	7
w01116088	总	1	3
w01116088	销量	2	6
w01116088	评估	2	5
w01116088	册	1	1
w01116088	五百万	3	4
w01116100	基督教	3	10
w01116100	批评	2	4
w01116100	托尔	2	4
w01116100	学说	2	7
w01116100	赞赏	2	8
w01116100	有加	2	3
w01117009	患有	2	3
w01117009	障碍	2	7
w01117009	开设	2	3
w01117029	最新	2	6
w01117029	纪实	2	5
w01117029	小说	2	5
w01117029	论诺克斯	4	13
w01117029	女	1	1
w01117029	伯爵	2	6
w01117029	道格拉斯	4	10
w01117034	转型	2	5
w01117034	容易	2	4
w01117034	道	1	2
w01117034	每	1	2
w01117034	曲线	2	3
w01117034	你	1	3
w01117034	必须	2	3
w01117034	心态	2	3
w01119059	为了	2	2
w01119059	避免	2	7
w01119059	茉莉	2	5
w01119059	公主	2	4
w01119059	类似	2	4
w01119059	尴尬	2	7
w01119059	局面	2	7
w01119059	制片人	3	4
w01119059	工作室	3	5
w01119059	制作	2	4
w01119059	动画	2	6
w01119076	外貌	2	5
w01119076	迪士尼	3	5
w01119076	白人	2	2
w01119100	戏剧性	3	8
w01119100	公民	2	3
w01119100	权利	2	4
w01119100	种族	2	5
w01119100	宽容	2	5
w01119100	等级	2	5
w01119100	幸福	2	7
w01119100	追求	2	3
w01121052	波兰	2	5
w01121052	主义	2	3
w01121052	制度	2	5
w01121052	战时	2	5
w01121052	人道	2	3
w01122031	真的	2	5
w01122031	很爱	2	5
w01122031	发布	2	3
w01122031	打入	2	3
w01122031	单曲	2	3
w01122031	点	1	3
w01122031	九	1	1
w01122031	盖耶	2	4
w01122064	故乡	2	4
w01122064	巅峰	2	0
w01122064	洛杉矶	3	7
w01122064	一心一意	4	5
w01122064	音乐界	3	7
w01124011	公告牌	3	6
w01124011	二百	2	4
w01124011	强	1	3
w01124011	知道	2	4
w01124011	登上	2	4
w01124011	专辑	2	4
w01124011	上榜	2	4
w01124049	解约	2	5
w01124049	佩妮斯顿	4	11
w01124049	音乐剧	3	8
w01124049	绿野	2	5
w01124049	仙踪	2	5
w01124049	善良	2	5
w01124049	琳达	2	5
w01125034	议院	2	6
w01125034	候选人	3	7
w01125034	资格	2	6
w01125034	无效	2	4
w01125034	得票	2	6
w01125034	威尔克斯	4	10
w01125034	又	1	1
w01125034	取消	2	5
w01125035	格拉夫顿	4	8
w01125035	分裂	2	5
w01125035	诺斯	2	7
w01125035	勋爵	2	7
w01125035	托利党	3	7
w01125035	掌权	2	5
w01125036	乔治	2	5
w01125036	极度	2	5
w01125036	虔诚	2	4
w01125036	花费	2	5
w01125036	祈祷	2	5
w01125036	兄弟们	3	6
w01125036	感染	2	7
w01125037	道德	2	7
w01125037	沦丧	2	6
w01125038	兄弟	2	4
w01125038	王子	2	2
w01125038	坎伯兰	3	7
w01125038	斯特拉森	4	11
w01125038	公爵	2	6
w01125038	曝	1	5
w01125038	通奸	2	5
w01125038	娶	1	3
w01125038	寡妇	2	6
w01125038	安娜	2	5
w01125038	霍顿	2	4
w01127071	狂野	2	4
w01127071	卖	1	2
w01127096	此时	2	4
w01127096	奢华	2	6
w01128053	乐队	2	4
w01128053	胜利	2	4
w01128053	玫瑰	2	4
w01128053	台	1	2
w01128053	钢琴	2	6
w01128053	视频	2	4
