sent_id	clause_text	c_phrase_n	word_n
949	这+是+错+的+	3	4
950	你+是否+要+	3	3
950	决定+规则+的+	1	3
950		0	0
951	我+已+决定+	3	3
952	如果+你+不+决定+我+的+	4	6
952	可以+法庭+向+质疑+	3	4
953	为何+话+你+这些+不+他们+跟+	4	7
954	为何+你+不+他们+	4	4
954	法庭+向+	1	2
954	要+决定+你+的+	2	4
955	我+不+吗+	3	3
955	已+了+	2	2
956	为何+话+你+这些+只+我+对+	4	7
956	却+人+对+身旁+不+你+的+	2	7
957	我+已经+决定+让+他+	4	5
957		0	0
958	梁耀忠+为何+要+呢+	4	4
959	你+可否+中立+公正+和+	3	5
959		0	0
959	规则+按照+	1	2
959		0	0
960	我+	1	1
960	你+不+会+丑人+	4	4
960	也+不+想+你+	4	4
961		0	0
961	你+只+需+规则+按照+便+	5	6
962	我+的+	2	2
962	规则+根据+议事+决定+便+是+最终+	5	7
963	主席+规程+	2	2
964	大家+	1	1
964	先+下+	2	2
965	规程+	1	1
965	主席+立法会+是+庄严+的+	4	5
966		0	0
966	你+议员+那些+身旁+你+在+的+	2	7
966	座位+	1	1
967	大家+并+	2	2
967	下+	1	1
967		0	0
967		0	0
968	梁美芬+议员+我+还+未+你+	5	6
968		0	0
968		0	0
968	下+	1	1
969	我+不+主席+	3	3
969		0	0
969		0	0
970	我+议员+身旁+你+在+的+	2	6
970	可以+座位+	2	2
970	因为+我们+	2	2
970	很+	1	1
971	我们+	1	1
971	主席+人+你+一+个+会议+	2	6
972	不+应+人+五+个+	3	5
972		0	0
973	你+不+人+这些+	3	4
973	来+	1	1
973	吗+	1	1
974	教授+	1	1
975	我们+	1	1
975	非常+	1	1
976	我+	1	1
976	主席+	1	1
977	议员+这+五+位+	1	4
977	座位+	1	1
977	因为+立法会+议事+	3	3
978	会议+刚才+的+本来+得+	3	5
978	很+	1	1
979	第四十二+条+清楚+明+	3	4
980	只+	1	1
980	你们+问题+这些+	2	3
980	会议+便+不+能+	4	4
981	主席+我+	2	2
981	你+议员+那+五+位+	2	5
981	座位+	1	1
982	梁美芬+议员+我+还+未+你+	5	6
982		0	0
983	你+	1	1
983	先+下+	2	2
984	议员+位+下+一+是+	1	5
985	梁颂恒+议员+尚+未+完+	4	5
986	梁颂恒+议员+你+刚才+下来+	4	5
987	我+	1	1
987	你+已+完毕+	3	3
988	你+	1	1
988		0	0
989	主席+我+	2	2
989	哪里+到+	1	2
990	刚才+较为+	2	2
991	其实+在+中+	3	3
992	议员+	1	1
992	下+	1	1
993	在+我+议员+前+	4	4
993		0	0
993		0	0
993	先+下+	2	2
994	梁颂恒+议员+	1	2
994		0	0
994		0	0
995	选举+在+任何+中+点+重要+最+的+两+就+是+候选人+	5	12
995	及+选民+	2	2
996	现在+了+问题+两+个+	3	5
997	第一+候选人+的+资格+	3	4
998	刚才+议员+多+位+已+过+点+这+	5	8
998	我+不+	2	2
999	问题+第二+个+资格+关于+投票人+的+	2	7
999	规则+议事+明+的+	3	4
999	程序+上+一+项+根本+未+	3	6
1000	如何+步+下+一+会议+	2	5
1000	主席+的+	2	2
1001		0	0
1001	规则+已+清楚+明+程序+至+	5	6
1001	由+议员+的+	3	3
1001	主席+	1	1
1002	条+在+第十二+会议+任期+每+届+的+首+次+已+规定+明确+	3	13
1003	所以+主席+你+	3	3
1003	先+规则+	2	2
1003		0	0
1003	以+次序+事项+各+的+先后+	2	6
1004	应该+议员+每+位+	2	4
1004	会议+的+	2	2
1004	出+式+宗教+式+或+非宗教+宣誓+后+	3	8
1004		0	0
1004	再+条+按照+规则+第四+程序+	3	6
1004	主席+的+	2	2
