sent_id	clause_text	clause_deprel	c_phrase_n	word_n
894	任何+一+项+	root	2	4
894	我+以往+过+的+	acl	4	5
894	不论+是+学生会+	conj	3	4
894	以至+天+今+主席+立法会+的+	conj	3	7
895	如果+这+是+正式+	advcl	4	5
895	主席+梁颂恒+议员+资格+	root	3	5
895	会议+这个+	acl	1	3
896	主席+那么+我+问题+我+第一+个+	root	4	8
897	我+想+	root	2	3
897	我+现在+究竟+权+	ccomp	4	5
897	没+	conj	1	2
897	会议+这个+	acl	1	3
898	未+的+	acl	2	3
898	主席+规则+根据+议事+法例+和+相关+议员+任何+能+不+会议+正式+发言+和+	root	5	16
899	主席+那么+我+问题+下+一+个+了+	root	5	9
900		acl	0	1
900	条+规则+第十二+会议+任期+每+届+的+首+次+明+	root	2	12
901		advcl	0	1
901	本+	acl	1	2
901	式+宗教+式+或+非宗教+	parataxis	1	6
901	会议+在+立法会+任期+每+届+首+次+上+议员+须+规定+按照+条+规则+第一+的+宣誓+式+宗教+式+或+非宗教+	root	5	24
902		advcl	0	1
902	会议+的+	acl	2	3
902	我+	acl	1	2
902	在+议员+所有+宣誓+式+宗教+式+非宗教+或+后+	advcl	4	11
902		acl	0	1
902	主席+立法会+的+	parataxis	1	4
902	条+按照+规则+本+第四+的+	acl	2	7
902	须+程序+选举+主席+立法会+的+	root	3	7
903	主席+这里+问题+次序+先后+的+	root	3	7
904	我们+尚+未+程序+款+第一+的+	root	4	8
904	会议+这+次+的+	acl	2	5
904	即+议员+所有+宣誓+	acl	3	5
905	试问+怎+能+程序+款+第二+	root	4	7
905	主席+立法会+的+	acl	2	4
906	这+是+严重+很+的+规程+	root	4	7
907	既然+我+已+议员+其他+	advcl	4	6
907		xcomp	0	1
907	便+不+会+决定+	root	4	5
907	不+议员+的+	acl	3	4
907		xcomp	0	1
908	我+会+他+	root	3	4
908		xcomp	0	1
909	如果+你+	advcl	2	3
909	这+是+一+个+正式+	ccomp	4	6
909	你+这样+	advcl	2	3
909	主席+严重+了+规定+第一+条+规则+议事+的+	root	4	10
910	我+	root	1	2
910	你+重新+	ccomp	2	3
911	我+	root	1	2
911	要+主席+	ccomp	2	3
912	我+谢伟俊+议员+	root	2	4
913	他+不+	root	2	3
914	要+主席+	root	2	3
915	你+可以+质疑+	root	3	4
915	但+我+已+了+决定+	conj	5	6
916	选举+经过+的+	acl	2	4
916	议员+在席+是+	root	2	4
916	虽然+他+未+	advcl	3	4
916	但+我+会+他+	parataxis	4	5
916		ccomp	0	1
917	你+可以+决定+你+的+	root	3	6
918	但+我+想+	root	3	4
918	决定+你+的+是否+	ccomp	2	5
918	你+	ccomp	1	2
918	议员+有关+是否+应该+正式+	ccomp	4	6
919	如果+你+	advcl	2	3
919	宣誓+他+的+	ccomp	1	4
919	而+他+	conj	2	3
919		ccomp	0	1
919	此+以+基础+	advcl	2	4
919	你+可+决定+	root	3	4
920	如果+你+	advcl	2	3
920	宣誓+有关+不+	ccomp	2	4
920	和+不+	conj	2	3
920	这样+	advcl	1	2
920	但+你+便+严重+了+条+规则+第一+	root	6	9
920		acl	0	1
921	即使+议员+任何+未曾+宣誓+最后+	advcl	4	7
921	他+仍+资格+议员+的+	root	3	6
921	这+	parataxis	1	2
921	身份+就+其+而+	ccomp	2	5
922	当然+你+可以+	root	3	4
922	他+尚+未+	ccomp	3	4
922	尚+未+是+	conj	3	4
923	但+问题+	root	2	3
923	你+刚才+尚+未+	advcl	4	5
923	我+已+你+	ccomp	3	4
923		ccomp	0	1
924	你+又+如何+呢+	root	4	5
925	当+你+	advcl	2	3
925	阶段+第二+	ccomp	1	3
925	主席+的+	acl	2	3
925	主席+便+已+	root	3	4
925	了+仪式+阶段+第一+的+宣誓+	ccomp	2	7
926	所以+你+不+要+错+逻辑+这个+	root	6	8
927	你+得+	root	2	3
927		xcomp	0	1
928	不过+问题+	root	2	3
928	尚+未+人+	ccomp	3	4
928	资格+他+的+	acl	1	4
928		parataxis	0	1
928	他+未+	ccomp	2	3
929	你+先前+会议+在+上+	root	3	6
929	没+人+	advcl	2	3
929	资格+你+的+	acl	1	4
929	所以+你+资格+	advcl	3	4
929		parataxis	0	1
930	我+主席+	root	2	3
930		ccomp	0	1
930	他+	ccomp	1	2
931	不+	root	1	2
931	资格+	ccomp	1	2
932	步+下+一+会+的+	acl	3	6
932	这+是+	root	2	3
933	我+只+	root	2	3
933		ccomp	0	1
933	议员+要+宣誓+阶段+第一+的+	advcl	3	7
933	资格+	advcl	1	2
933	才+阶段+第二+	ccomp	2	4
933	会议+	conj	1	2
934	你+可以+做法+我+的+	root	3	6
935	但+我+	root	2	3
935	你们+尚未+	advcl	2	3
935	已+资格+	ccomp	2	3
935	程序+按照+刚才+的+会议厅+在+	acl	2	7
935	我+	parataxis	1	2
935	理念+基于+这个+决定+	ccomp	2	5
936	你+我+	root	2	3
936	是+	ccomp	1	2
936	理据+我+已+你+向+	parataxis	4	6
936		xcomp	0	1
937	无论+你+	advcl	2	3
937	与+	conj	1	2
937	又+或+决定+我+的+是+	root	4	7
937	或+	conj	1	2
938	如果+你+仍+我+	advcl	4	5
938	为+	ccomp	1	2
938	并+我+	conj	2	3
938	为+	ccomp	1	2
938	你+便+要+决定+我+的+	root	4	7
939	除非+你+不+把+我+主席+	advcl	6	7
939	那+就+不用+决定+我+这+	root	4	7
940	梁颂恒+议员+你+是否+要+	root	4	6
940		xcomp	0	1
941	主席+我+	root	2	3
941	你+不+想+丑人+	ccomp	4	5
941	但+你+不+可以+规则+	conj	5	6
941		acl	0	1
942		acl	0	1
942	条+规则+第一+	root	1	4
942	未+	advcl	1	2
942	议员+便+不+能+会议+	ccomp	5	6
943	你+可以+质疑+	root	3	4
943	但+我+刚才+已+决定+	conj	5	6
944	权+	advcl	1	2
944	规则+	acl	1	2
944		acl	0	1
944	你+决定+这+	root	2	4
945	你+根本+	advcl	2	3
945	power+	advcl	1	2
945	决定+这+	root	1	3
946	我+已+了+	root	3	4
947	决定+我+的+可以+是+	root	3	6
947	或+	conj	1	2
948	无论+	advcl	1	2
948	但+我+今天+不+会+你+跟+	root	6	8
949	这+是+错+的+	root	3	5
950	你+是否+要+	root	3	4
950	决定+规则+的+	ccomp	1	4
950		acl	0	1
951	我+已+决定+	root	3	4
952	如果+你+不+决定+我+的+	advcl	4	7
952	可以+法庭+向+质疑+	root	3	5
953	为何+话+你+这些+不+他们+跟+	root	4	8
954	为何+你+不+他们+	root	4	5
954	法庭+向+	xcomp	1	3
954	要+决定+你+的+	ccomp	2	5
955	我+不+吗+	root	3	4
955	已+了+	ccomp	2	3
956	为何+话+你+这些+只+我+对+	root	4	8
956	却+人+对+身旁+不+你+的+	conj	2	8
957	我+已经+决定+让+他+	root	4	6
957		xcomp	0	1
958	梁耀忠+为何+要+呢+	root	4	5
959	你+可否+中立+公正+和+	root	3	6
959		acl	0	1
959	规则+按照+	conj	1	3
959		conj	0	1
960	我+	root	1	2
960	你+不+会+丑人+	ccomp	4	5
960	也+不+想+你+	conj	4	5
961		acl	0	1
961	你+只+需+规则+按照+便+	root	5	7
962	我+的+	acl	2	3
962	规则+根据+议事+决定+便+是+最终+	root	5	8
963	主席+规程+	root	2	3
964	大家+	root	1	2
964	先+下+	xcomp	2	3
965	规程+	root	1	2
965	主席+立法会+是+庄严+的+	parataxis	4	6
966		root	0	1
966	你+议员+那些+身旁+你+在+的+	ccomp	2	8
966	座位+	xcomp	1	2
967	大家+并+	root	2	3
967	下+	xcomp	1	2
967		conj	0	1
967		xcomp	0	1
968	梁美芬+议员+我+还+未+你+	root	5	7
968		xcomp	0	1
968		parataxis	0	1
968	下+	xcomp	1	2
969	我+不+主席+	root	3	4
969		conj	0	1
969		conj	0	1
970	我+议员+身旁+你+在+的+	root	2	7
970	可以+座位+	ccomp	2	3
970	因为+我们+	advcl	2	3
970	很+	xcomp	1	2
971	我们+	root	1	2
971	主席+人+你+一+个+会议+	ccomp	2	7
972	不+应+人+五+个+	root	3	6
972		acl	0	1
973	你+不+人+这些+	root	3	5
973	来+	advcl	1	2
973	吗+	parataxis	1	2
974	教授+	root	1	2
975	我们+	root	1	2
975	非常+	xcomp	1	2
976	我+	root	1	2
976	主席+	ccomp	1	2
977	议员+这+五+位+	root	1	5
977	座位+	xcomp	1	2
977	因为+立法会+议事+	advcl	3	4
978	会议+刚才+的+本来+得+	root	3	6
978	很+	xcomp	1	2
979	第四十二+条+清楚+明+	root	3	5
980	只+	advcl	1	2
980	你们+问题+这些+	ccomp	2	4
980	会议+便+不+能+	root	4	5
981	主席+我+	root	2	3
981	你+议员+那+五+位+	ccomp	2	6
981	座位+	xcomp	1	2
982	梁美芬+议员+我+还+未+你+	root	5	7
982		xcomp	0	1
983	你+	root	1	2
983	先+下+	xcomp	2	3
984	议员+位+下+一+是+	root	1	6
985	梁颂恒+议员+尚+未+完+	root	4	6
986	梁颂恒+议员+你+刚才+下来+	root	4	6
987	我+	root	1	2
987	你+已+完毕+	ccomp	3	4
988	你+	root	1	2
988		xcomp	0	1
989	主席+我+	root	2	3
989	哪里+到+	ccomp	1	3
990	刚才+较为+	root	2	3
991	其实+在+中+	root	3	4
992	议员+	root	1	2
992	下+	xcomp	1	2
993	在+我+议员+前+	advcl	4	5
993		xcomp	0	1
993		root	0	1
993	先+下+	xcomp	2	3
994	梁颂恒+议员+	root	1	3
994		xcomp	0	1
994		xcomp	0	1
995	选举+在+任何+中+点+重要+最+的+两+就+是+候选人+	root	5	13
995	及+选民+	conj	2	3
996	现在+了+问题+两+个+	root	3	6
997	第一+候选人+的+资格+	root	3	5
998	刚才+议员+多+位+已+过+点+这+	root	5	9
998	我+不+	parataxis	2	3
999	问题+第二+个+资格+关于+投票人+的+	root	2	8
999	规则+议事+明+的+	parataxis	3	5
999	程序+上+一+项+根本+未+	parataxis	3	7
1000	如何+步+下+一+会议+	root	2	6
1000	主席+的+	acl	2	3
1001		acl	0	1
1001	规则+已+清楚+明+程序+至+	root	5	7
1001	由+议员+的+	acl	3	4
1001	主席+	acl	1	2
1002	条+在+第十二+会议+任期+每+届+的+首+次+已+规定+明确+	root	3	14
1003	所以+主席+你+	root	3	4
1003	先+规则+	xcomp	2	3
1003		acl	0	1
1003	以+次序+事项+各+的+先后+	advcl	2	7
1004	应该+议员+每+位+	root	2	5
1004	会议+的+	acl	2	3
1004	出+式+宗教+式+或+非宗教+宣誓+后+	advcl	3	9
1004		acl	0	1
1004	再+条+按照+规则+第四+程序+	xcomp	3	7
1004	主席+的+	acl	2	3
